# step wm_danger det_logit danger fire dist_t dx dy yaw tbrg offaxis
0 0.0524 0.4102 0 0.0000 19.000 12.00 -12.00 -2.67 2.82 0.79
1 -0.8333 1.0624 0 0.0000 12.041 12.03 0.31 3.14 -3.14 0.00
2 -0.6193 1.3696 0 0.0000 12.033 12.02 0.31 3.14 3.14 0.00
3 -0.5294 1.5385 0 0.0000 12.018 12.01 0.31 -3.14 3.14 0.00
4 -0.7203 1.5004 0 0.0000 11.997 11.98 0.31 -3.14 3.14 0.01
5 -0.7872 1.4051 0 0.0000 11.980 11.97 0.29 -3.14 3.14 0.00
6 -0.7654 1.4331 0 0.0000 11.963 11.95 0.28 -3.14 3.14 0.00
7 -0.7792 1.2824 0 0.0000 11.943 11.93 0.26 -3.14 3.14 0.01
8 -0.7050 1.4649 0 0.0000 11.917 11.90 0.24 -3.14 3.14 0.01
9 -0.6408 1.4362 0 0.0000 11.885 11.87 0.22 -3.14 3.13 0.01
10 -0.6325 1.4530 0 0.0000 11.845 11.83 0.20 -3.14 3.13 0.01
11 -0.6115 1.4507 0 0.0000 11.795 11.78 0.18 -3.14 3.13 0.02
12 -0.6565 1.4617 0 0.0000 11.737 11.72 0.16 -3.14 3.13 0.02
13 -0.6660 1.4532 0 0.0000 11.672 11.65 0.15 -3.14 3.13 0.02
14 -0.6554 1.4463 0 0.0000 11.601 11.58 0.13 -3.14 3.13 0.02
15 -0.7123 1.4094 0 0.0000 11.524 11.50 0.12 -3.14 3.12 0.02
16 -0.7763 1.3305 0 0.0000 11.442 11.42 0.11 -3.14 3.12 0.02
17 -0.8794 1.2445 0 0.0000 11.357 11.33 0.09 -3.14 3.12 0.02
18 -1.0218 1.1317 0 0.0000 11.269 11.24 0.08 -3.14 3.12 0.02
19 -1.1256 1.0392 0 0.0000 11.179 11.15 0.08 -3.14 3.12 0.03
20 -1.2145 0.9419 0 0.0000 11.089 11.06 0.07 -3.14 3.12 0.03
