# step wm_danger det_logit danger fire dist_t dx dy yaw tbrg offaxis
0 1.9634 1.6397 0 0.0000 21.656 6.00 -12.00 -1.03 2.55 2.70
1 0.0468 1.7170 0 0.0000 12.044 12.23 -0.11 -3.14 3.14 0.00
2 -0.1253 1.5045 0 0.0000 12.055 12.24 -0.12 -3.13 3.14 0.01
3 -0.0185 1.5666 0 0.0000 12.076 12.26 -0.14 3.14 3.14 0.00
4 0.1702 1.8290 0 0.0000 12.097 12.27 -0.17 3.14 3.14 0.00
5 0.1900 1.7511 0 0.0000 12.121 12.29 -0.20 -3.14 3.13 0.01
6 0.1904 1.7060 0 0.0000 12.156 12.32 -0.25 -3.14 3.13 0.02
7 0.2682 1.7311 0 0.0000 12.204 12.36 -0.30 -3.14 3.13 0.02
8 0.3797 1.7937 0 0.0000 12.265 12.42 -0.37 -3.14 3.12 0.03
9 0.4980 1.8422 0 0.0000 12.339 12.48 -0.44 -3.14 3.11 0.03
10 0.5389 1.8011 0 0.0000 12.423 12.55 -0.53 -3.14 3.11 0.04
11 0.6098 1.7697 0 0.0000 12.517 12.63 -0.61 -3.14 3.10 0.04
12 0.7727 1.8241 0 0.0000 12.617 12.72 -0.70 -3.14 3.09 0.05
13 0.8372 1.7458 0 0.0000 12.724 12.81 -0.80 -3.14 3.09 0.06
14 0.8427 1.6294 0 0.0000 12.835 12.91 -0.89 -3.14 3.08 0.06
15 1.1712 1.7551 0 0.0000 12.950 13.00 -0.99 -3.14 3.07 0.07
16 1.0947 1.5762 0 0.0000 13.068 13.10 -1.09 -3.14 3.07 0.08
17 1.1317 1.4800 0 0.0000 13.188 13.20 -1.19 -3.14 3.06 0.08
18 1.6590 1.7706 0 0.0000 13.307 13.30 -1.28 -3.13 3.05 0.10
19 1.3924 1.5820 0 0.0000 13.417 13.39 -1.37 -3.14 3.05 0.10
20 1.1299 1.2933 0 0.0000 13.519 13.47 -1.45 -3.14 3.04 0.10
21 1.6214 1.6980 0 0.0000 13.616 13.55 -1.52 -3.14 3.04 0.11
22 1.1374 1.2580 0 0.0000 13.702 13.61 -1.59 -3.14 3.03 0.11
23 1.6237 1.6835 0 0.0000 13.779 13.67 -1.65 -3.14 3.03 0.12
24 1.1369 1.2215 0 0.0000 13.842 13.72 -1.70 3.14 3.02 0.11
25 1.0573 1.1569 0 0.0000 13.898 13.76 -1.75 3.14 3.02 0.12
26 1.7168 1.6122 0 0.0000 13.943 13.79 -1.79 -3.14 3.02 0.13
27 1.2690 1.2732 0 0.0000 13.975 13.81 -1.81 3.13 3.02 0.12
28 1.3121 1.2659 0 0.0000 14.001 13.83 -1.83 3.13 3.02 0.12
29 1.4201 1.3743 0 0.0000 14.021 13.84 -1.85 3.14 3.01 0.12
30 1.7505 1.5996 0 0.0000 14.030 13.84 -1.85 3.14 3.01 0.12
31 1.2135 1.1570 0 0.0000 14.029 13.83 -1.85 3.13 3.01 0.11
32 1.1694 1.1214 0 0.0000 14.027 13.82 -1.84 3.13 3.02 0.11
33 1.1972 1.2014 0 0.0000 14.024 13.82 -1.83 3.13 3.02 0.11
34 1.0515 1.0566 0 0.0000 14.018 13.81 -1.82 3.13 3.02 0.11
35 1.0824 1.0901 0 0.0000 14.006 13.79 -1.82 3.13 3.02 0.11
36 1.1478 1.1503 0 0.0000 13.988 13.77 -1.81 3.13 3.02 0.11
37 1.1347 1.1718 0 0.0000 13.965 13.75 -1.79 3.13 3.02 0.11
38 1.1398 1.1523 0 0.0000 13.937 13.72 -1.78 3.12 3.02 0.11
39 1.2680 1.2618 0 0.0000 13.906 13.69 -1.75 3.12 3.02 0.10
40 1.2360 1.2653 0 0.0000 13.874 13.66 -1.73 3.13 3.02 0.10
41 1.2261 1.2688 0 0.0000 13.838 13.63 -1.70 3.13 3.02 0.10
42 1.3104 1.3336 0 0.0000 13.800 13.60 -1.67 3.12 3.03 0.10
43 1.3964 1.3756 0 0.0000 13.761 13.56 -1.63 3.12 3.03 0.09
44 1.4151 1.4761 0 0.0000 13.723 13.53 -1.59 3.12 3.03 0.09
45 1.2836 1.4188 0 0.0000 13.685 13.49 -1.55 3.12 3.03 0.09
46 1.4081 1.4986 0 0.0000 13.646 13.46 -1.50 3.12 3.04 0.09
47 1.4132 1.5279 0 0.0000 13.605 13.43 -1.45 3.12 3.04 0.08
48 1.5628 1.6286 0 0.0000 13.564 13.39 -1.40 3.12 3.04 0.08
49 1.7789 1.6652 0 0.0000 13.529 13.36 -1.35 3.13 3.05 0.08
50 1.8026 1.6617 0 0.0000 13.511 13.34 -1.32 3.14 3.05 0.09
51 1.9046 1.7380 0 0.0000 13.515 13.33 -1.31 3.14 3.05 0.09
52 1.9907 1.8092 0 0.0000 13.542 13.35 -1.32 3.14 3.05 0.09
53 2.0168 1.8176 0 0.0000 13.591 13.38 -1.35 3.14 3.05 0.09
54 2.1727 1.9586 0 0.0000 13.658 13.43 -1.40 3.13 3.04 0.09
55 2.1765 1.9929 0 0.0000 13.740 13.49 -1.46 3.13 3.04 0.09
56 2.0480 1.9249 0 0.0000 13.836 13.56 -1.53 3.13 3.04 0.09
