# step wm_danger det_logit danger fire dist_t dx dy yaw tbrg offaxis
0 2.1523 1.5611 0 0.0000 8.544 -6.00 -12.00 -0.59 0.79 1.38
1 -0.4470 1.2249 0 0.0000 12.044 11.88 0.01 -3.14 3.14 0.00
2 -0.4900 1.2760 0 0.0000 12.051 11.89 0.00 3.14 3.14 0.00
3 -0.2147 1.5219 0 0.0000 12.054 11.89 -0.01 3.13 3.14 0.01
4 -0.2400 1.4838 0 0.0000 12.047 11.88 -0.02 3.13 3.14 0.01
5 -0.2264 1.5268 0 0.0000 12.026 11.86 -0.03 3.13 3.14 0.00
6 -0.2731 1.5358 0 0.0000 11.994 11.83 -0.04 3.13 3.14 0.00
7 -0.4815 1.4263 0 0.0000 11.952 11.79 -0.05 3.14 3.14 0.00
8 -0.4143 1.4792 0 0.0000 11.911 11.74 -0.07 3.14 3.14 0.00
9 -0.4090 1.3522 0 0.0000 11.869 11.70 -0.08 3.13 3.13 0.00
10 -0.4852 1.3151 0 0.0000 11.821 11.65 -0.09 3.14 3.13 0.00
11 -0.5511 1.3165 0 0.0000 11.765 11.59 -0.11 3.14 3.13 0.00
12 -0.6433 1.2390 0 0.0000 11.704 11.53 -0.11 3.14 3.13 0.00
13 -0.6739 1.1863 0 0.0000 11.639 11.46 -0.12 3.14 3.13 0.01
14 -0.7410 1.1336 0 0.0000 11.567 11.39 -0.12 3.14 3.13 0.01
15 -0.8533 1.0455 0 0.0000 11.490 11.31 -0.12 3.14 3.13 0.01
16 -0.9714 0.9404 0 0.0000 11.408 11.23 -0.12 3.14 3.13 0.01
17 -0.9832 0.9289 0 0.0000 11.322 11.14 -0.11 3.14 3.13 0.01
18 -1.1229 0.8160 0 0.0000 11.238 11.06 -0.11 3.14 3.13 0.01
19 -1.2398 0.6707 0 0.0000 11.155 10.98 -0.10 3.14 3.13 0.00
20 -1.3161 0.5205 0 0.0000 11.072 10.89 -0.09 3.14 3.13 0.00
21 -1.2584 0.4669 0 0.0000 10.987 10.81 -0.09 3.14 3.13 0.00
22 -1.1910 0.3632 0 0.0000 10.901 10.72 -0.08 3.14 3.13 0.00
23 -1.1541 0.2694 0 0.0000 10.813 10.63 -0.07 3.14 3.13 0.00
24 -1.0302 0.1911 0 0.0000 10.724 10.54 -0.06 3.14 3.13 0.00
25 -0.9325 0.2074 0 0.0000 10.633 10.45 -0.05 3.14 3.14 0.00
26 -0.8400 0.1698 0 0.0000 10.543 10.36 -0.05 3.14 3.14 0.00
27 -0.7889 0.0257 0 0.0000 10.455 10.27 -0.04 3.14 3.14 0.00
28 -0.6699 -0.0614 0 0.0000 10.370 10.19 -0.03 3.14 3.14 0.00
29 -0.6400 -0.0545 0 0.0000 10.286 10.10 -0.03 3.14 3.14 0.00
30 -0.4564 -0.0721 0 0.0000 10.204 10.02 -0.03 3.14 3.14 0.00
31 -0.4844 -0.1853 0 0.0000 10.123 9.94 -0.02 3.14 3.14 0.00
32 -0.3536 -0.2035 0 0.0000 10.040 9.85 -0.02 3.14 3.14 0.00
33 -0.2524 -0.2208 0 0.0000 9.956 9.77 -0.02 3.14 3.14 0.00
34 -0.1530 -0.2028 0 0.0000 9.868 9.68 -0.02 3.14 3.14 0.00
35 -0.0532 -0.0442 0 0.0000 9.779 9.59 -0.01 3.13 3.14 0.01
36 -0.0208 -0.0878 0 0.0000 9.692 9.50 -0.01 3.13 3.14 0.01
37 0.1764 0.1646 0 0.0000 9.606 9.42 -0.01 3.13 3.14 0.01
38 0.2593 0.2051 0 0.0000 9.526 9.34 -0.01 3.13 3.14 0.01
39 0.2191 0.0508 0 0.0000 9.450 9.26 -0.01 3.13 3.14 0.01
40 0.2726 0.0712 0 0.0000 9.376 9.19 -0.01 3.13 3.14 0.01
41 0.3154 0.0490 0 0.0000 9.302 9.11 -0.00 3.13 3.14 0.01
