# step wm_danger det_logit danger fire dist_t dx dy yaw tbrg offaxis
0 0.4477 0.6053 0 0.0000 24.021 12.00 12.00 -3.07 3.14 0.08
1 1.8867 1.7167 0 0.0000 12.042 0.18 -12.26 1.57 1.57 0.00
2 1.0790 1.0760 0 0.0000 12.041 0.18 -12.26 1.57 1.57 0.00
3 1.2374 1.1941 0 0.0000 12.033 0.17 -12.25 1.57 1.57 0.00
4 1.2801 1.1974 0 0.0000 12.013 0.16 -12.23 1.57 1.57 0.00
5 1.1162 1.0657 0 0.0000 11.978 0.13 -12.20 1.57 1.57 0.00
6 0.8711 0.8927 0 0.0000 11.929 0.10 -12.15 1.56 1.56 0.00
7 0.6964 0.7290 0 0.0000 11.868 0.06 -12.09 1.57 1.56 0.01
8 0.5934 0.6376 0 0.0000 11.798 0.02 -12.01 1.57 1.56 0.01
9 0.4395 0.5686 0 0.0000 11.722 -0.03 -11.94 1.56 1.55 0.01
10 0.1528 0.4116 0 0.0000 11.641 -0.09 -11.85 1.56 1.55 0.01
11 -0.0447 0.3408 0 0.0000 11.555 -0.15 -11.77 1.56 1.54 0.02
12 -0.3787 0.2265 0 0.0000 11.466 -0.21 -11.67 1.56 1.54 0.02
13 -0.5415 0.2225 0 0.0000 11.375 -0.28 -11.58 1.56 1.53 0.03
14 -0.8689 0.1412 0 0.0000 11.285 -0.34 -11.49 1.56 1.52 0.04
15 -1.1203 0.1117 0 0.0000 11.197 -0.42 -11.39 1.56 1.52 0.04
16 -1.2803 0.0923 0 0.0000 11.109 -0.49 -11.30 1.55 1.51 0.04
17 -1.4110 0.0793 0 0.0000 11.020 -0.57 -11.21 1.55 1.50 0.05
18 -1.5939 0.0451 0 0.0000 10.931 -0.64 -11.11 1.55 1.50 0.05
19 -1.7596 0.0148 0 0.0000 10.841 -0.71 -11.02 1.55 1.49 0.06
20 -1.9962 -0.0690 0 0.0000 10.750 -0.77 -10.92 1.54 1.48 0.06
21 -2.2232 -0.1556 0 0.0000 10.659 -0.83 -10.82 1.54 1.48 0.07
22 -2.3363 -0.1755 0 0.0000 10.567 -0.89 -10.72 1.54 1.47 0.07
23 -2.4518 -0.2219 0 0.0000 10.475 -0.94 -10.62 1.54 1.46 0.07
24 -2.6135 -0.2605 0 0.0000 10.382 -0.99 -10.52 1.54 1.46 0.08
25 -2.7771 -0.3505 0 0.0000 10.291 -1.04 -10.42 1.54 1.45 0.08
26 -2.9210 -0.4299 0 0.0000 10.199 -1.08 -10.33 1.53 1.45 0.09
27 -3.0195 -0.4472 0 0.0000 10.108 -1.11 -10.23 1.53 1.44 0.09
28 -3.0852 -0.4426 0 0.0000 10.018 -1.15 -10.13 1.53 1.44 0.09
29 -3.2900 -0.5751 0 0.0000 9.929 -1.19 -10.04 1.53 1.43 0.10
30 -3.3857 -0.6242 0 0.0000 9.840 -1.23 -9.94 1.53 1.43 0.11
31 -3.7100 -0.8817 0 0.0000 9.792 -1.22 -9.89 1.59 1.43 0.16
32 -3.6327 -0.8592 0 0.0000 9.777 -1.18 -9.88 1.58 1.43 0.15
33 -3.1490 -0.6310 0 0.0000 9.754 -1.14 -9.86 1.57 1.43 0.14
34 -2.9795 -0.6239 0 0.0000 9.720 -1.12 -9.83 1.57 1.44 0.13
35 -3.0097 -0.5903 0 0.0000 9.675 -1.11 -9.79 1.57 1.44 0.14
36 -3.0255 -0.5687 0 0.0000 9.620 -1.12 -9.73 1.57 1.43 0.14
37 -3.2497 -0.7177 0 0.0000 9.559 -1.14 -9.67 1.58 1.43 0.14
38 -3.3864 -0.8041 0 0.0000 9.494 -1.17 -9.59 1.58 1.43 0.15
39 -3.4979 -0.8725 0 0.0000 9.427 -1.22 -9.52 1.57 1.42 0.15
40 -3.4656 -0.8506 0 0.0000 9.373 -1.25 -9.46 1.57 1.42 0.15
41 -3.3417 -0.7834 0 0.0000 9.338 -1.25 -9.43 1.57 1.42 0.15
42 -3.2146 -0.7354 0 0.0000 9.308 -1.24 -9.40 1.57 1.42 0.15
43 -3.1279 -0.8086 0 0.0000 9.273 -1.23 -9.36 1.57 1.42 0.15
44 -3.0844 -0.7733 0 0.0000 9.233 -1.23 -9.32 1.57 1.42 0.15
45 -3.1670 -0.7988 0 0.0000 9.188 -1.23 -9.28 1.57 1.42 0.16
46 -3.2245 -0.8118 0 0.0000 9.143 -1.23 -9.23 1.57 1.42 0.16
47 -3.1519 -0.7814 0 0.0000 9.100 -1.23 -9.19 1.57 1.41 0.16
48 -3.0710 -0.7349 0 0.0000 9.061 -1.23 -9.15 1.57 1.41 0.16
49 -3.0481 -0.7213 0 0.0000 9.025 -1.23 -9.11 1.57 1.41 0.16
50 -2.9456 -0.7285 0 0.0000 8.994 -1.23 -9.08 1.57 1.41 0.16
51 -2.9841 -0.7409 0 0.0000 8.965 -1.23 -9.05 1.57 1.41 0.16
52 -2.9853 -0.7334 0 0.0000 8.939 -1.23 -9.02 1.57 1.41 0.16
53 -3.0224 -0.7391 0 0.0000 8.916 -1.23 -9.00 1.57 1.41 0.16
54 -3.0513 -0.7483 0 0.0000 8.898 -1.23 -8.98 1.57 1.41 0.16
55 -2.9961 -0.7398 0 0.0000 8.887 -1.22 -8.97 1.57 1.41 0.16
56 -2.9199 -0.7055 0 0.0000 8.880 -1.23 -8.96 1.57 1.41 0.16
57 -2.8877 -0.6878 0 0.0000 8.876 -1.23 -8.95 1.57 1.41 0.16
58 -2.8822 -0.6979 0 0.0000 8.875 -1.23 -8.95 1.57 1.41 0.16
59 -2.8000 -0.6464 0 0.0000 8.875 -1.23 -8.95 1.57 1.41 0.16
60 -2.8232 -0.6639 0 0.0000 8.875 -1.23 -8.95 1.57 1.41 0.16
61 -2.7914 -0.6395 0 0.0000 8.874 -1.23 -8.95 1.57 1.41 0.16
62 -2.8230 -0.6860 0 0.0000 8.873 -1.23 -8.95 1.57 1.41 0.16
63 -2.7766 -0.6880 0 0.0000 8.870 -1.23 -8.95 1.57 1.41 0.16
64 -2.7061 -0.6589 0 0.0000 8.864 -1.23 -8.94 1.57 1.41 0.16
65 -2.6325 -0.6645 0 0.0000 8.857 -1.23 -8.93 1.57 1.41 0.16
66 -2.5061 -0.5796 0 0.0000 8.848 -1.23 -8.93 1.57 1.41 0.16
67 -2.3696 -0.5030 0 0.0000 8.835 -1.23 -8.91 1.57 1.41 0.16
68 -2.4187 -0.5561 0 0.0000 8.817 -1.23 -8.89 1.57 1.41 0.16
69 -2.3677 -0.5376 0 0.0000 8.795 -1.23 -8.87 1.57 1.41 0.16
70 -2.3414 -0.5793 0 0.0000 8.768 -1.23 -8.84 1.57 1.41 0.16
71 -2.3917 -0.6411 0 0.0000 8.742 -1.23 -8.82 1.58 1.41 0.17
72 -2.3528 -0.5620 0 0.0000 8.714 -1.23 -8.79 1.58 1.41 0.17
73 -2.4207 -0.5625 0 0.0000 8.687 -1.23 -8.76 1.58 1.41 0.17
74 -2.1880 -0.5356 0 0.0000 8.663 -1.23 -8.74 1.58 1.41 0.17
75 -2.1925 -0.5212 0 0.0000 8.641 -1.23 -8.71 1.58 1.41 0.17
76 -2.2382 -0.5034 0 0.0000 8.621 -1.24 -8.69 1.58 1.40 0.17
77 -2.0615 -0.4863 0 0.0000 8.604 -1.24 -8.68 1.57 1.40 0.17
78 -1.9801 -0.4256 0 0.0000 8.590 -1.23 -8.66 1.57 1.40 0.17
79 -1.9677 -0.4229 0 0.0000 8.577 -1.24 -8.65 1.57 1.40 0.17
80 -1.8870 -0.3195 0 0.0000 8.568 -1.23 -8.64 1.57 1.40 0.17
81 -1.8515 -0.3286 0 0.0000 8.561 -1.23 -8.63 1.57 1.40 0.17
82 -1.7911 -0.3064 0 0.0000 8.559 -1.24 -8.63 1.57 1.40 0.17
83 -1.7737 -0.3068 0 0.0000 8.559 -1.24 -8.63 1.57 1.40 0.17
84 -1.7637 -0.2917 0 0.0000 8.559 -1.24 -8.63 1.57 1.40 0.17
85 -1.7286 -0.2899 0 0.0000 8.558 -1.24 -8.63 1.57 1.40 0.17
86 -1.7185 -0.2617 0 0.0000 8.558 -1.24 -8.63 1.57 1.40 0.17
87 -1.7465 -0.2524 0 0.0000 8.558 -1.24 -8.63 1.57 1.40 0.17
88 -1.7476 -0.2413 0 0.0000 8.558 -1.24 -8.63 1.57 1.40 0.17
89 -1.7459 -0.2438 0 0.0000 8.557 -1.24 -8.63 1.57 1.40 0.17
90 -1.7494 -0.2413 0 0.0000 8.557 -1.24 -8.63 1.57 1.40 0.17
91 -1.7808 -0.2645 0 0.0000 8.557 -1.24 -8.63 1.57 1.40 0.17
92 -1.7889 -0.2672 0 0.0000 8.557 -1.24 -8.63 1.57 1.40 0.17
93 -1.7858 -0.2721 0 0.0000 8.557 -1.24 -8.63 1.57 1.40 0.17
94 -1.7996 -0.2789 0 0.0000 8.557 -1.23 -8.63 1.57 1.40 0.17
95 -1.7753 -0.2727 0 0.0000 8.557 -1.23 -8.63 1.57 1.40 0.17
96 -1.7955 -0.2903 0 0.0000 8.557 -1.24 -8.63 1.57 1.40 0.17
97 -1.8048 -0.2752 0 0.0000 8.556 -1.24 -8.63 1.57 1.40 0.17
98 -1.8355 -0.3073 0 0.0000 8.556 -1.24 -8.63 1.57 1.40 0.17
99 -1.8461 -0.3064 0 0.0000 8.555 -1.24 -8.63 1.57 1.40 0.17
100 -1.8535 -0.3112 0 0.0000 8.554 -1.24 -8.62 1.57 1.40 0.17
101 -1.8424 -0.2982 0 0.0000 8.554 -1.24 -8.62 1.57 1.40 0.17
102 -1.7973 -0.2868 0 0.0000 8.554 -1.24 -8.62 1.57 1.40 0.17
103 -1.7533 -0.2810 0 0.0000 8.553 -1.24 -8.62 1.57 1.40 0.17
104 -1.7501 -0.2788 0 0.0000 8.553 -1.24 -8.62 1.57 1.40 0.17
105 -1.7570 -0.2954 0 0.0000 8.553 -1.24 -8.62 1.57 1.40 0.17
106 -1.7070 -0.2854 0 0.0000 8.553 -1.24 -8.62 1.57 1.40 0.17
107 -1.7132 -0.3033 0 0.0000 8.553 -1.24 -8.62 1.57 1.40 0.17
108 -1.7420 -0.2987 0 0.0000 8.553 -1.24 -8.62 1.57 1.40 0.17
109 -1.7193 -0.3245 0 0.0000 8.553 -1.24 -8.62 1.57 1.40 0.17
110 -1.7267 -0.3193 0 0.0000 8.553 -1.24 -8.62 1.57 1.40 0.17
111 -1.7170 -0.3076 0 0.0000 8.553 -1.24 -8.62 1.57 1.40 0.17
112 -1.6992 -0.3229 0 0.0000 8.553 -1.24 -8.62 1.57 1.40 0.17
113 -1.7054 -0.3172 0 0.0000 8.553 -1.24 -8.62 1.57 1.40 0.17
114 -1.7212 -0.3223 0 0.0000 8.553 -1.24 -8.62 1.57 1.40 0.17
115 -1.7194 -0.3287 0 0.0000 8.552 -1.24 -8.62 1.57 1.40 0.17
116 -1.6427 -0.3256 0 0.0000 8.551 -1.24 -8.62 1.57 1.40 0.17
117 -1.6662 -0.3086 0 0.0000 8.548 -1.24 -8.62 1.57 1.40 0.17
118 -1.6359 -0.3014 0 0.0000 8.545 -1.24 -8.62 1.57 1.40 0.17
119 -1.6510 -0.2705 0 0.0000 8.542 -1.24 -8.61 1.57 1.40 0.17
120 -1.6506 -0.2539 0 0.0000 8.541 -1.24 -8.61 1.57 1.40 0.17
121 -1.6931 -0.2710 0 0.0000 8.541 -1.24 -8.61 1.57 1.40 0.17
122 -1.6455 -0.2435 0 0.0000 8.541 -1.24 -8.61 1.57 1.40 0.17
123 -1.6461 -0.2720 0 0.0000 8.541 -1.24 -8.61 1.57 1.40 0.17
124 -1.6358 -0.2397 0 0.0000 8.541 -1.24 -8.61 1.57 1.40 0.17
125 -1.5497 -0.2088 0 0.0000 8.541 -1.24 -8.61 1.57 1.40 0.17
126 -1.5752 -0.2167 0 0.0000 8.541 -1.24 -8.61 1.57 1.40 0.17
127 -1.5724 -0.2032 0 0.0000 8.541 -1.24 -8.61 1.57 1.40 0.17
128 -1.5164 -0.2147 0 0.0000 8.541 -1.24 -8.61 1.57 1.40 0.17
129 -1.4996 -0.2232 0 0.0000 8.540 -1.24 -8.61 1.57 1.40 0.17
130 -1.4850 -0.1625 0 0.0000 8.539 -1.24 -8.61 1.57 1.40 0.17
131 -1.4165 -0.1485 0 0.0000 8.538 -1.24 -8.61 1.57 1.40 0.17
132 -1.3982 -0.1489 0 0.0000 8.538 -1.24 -8.61 1.57 1.40 0.17
133 -1.3383 -0.1073 0 0.0000 8.537 -1.24 -8.61 1.57 1.40 0.17
134 -1.3017 -0.0873 0 0.0000 8.536 -1.24 -8.61 1.57 1.40 0.17
135 -1.3549 -0.0967 0 0.0000 8.535 -1.24 -8.61 1.57 1.40 0.17
136 -1.3995 -0.0343 0 0.0000 8.533 -1.24 -8.61 1.57 1.40 0.17
137 -1.5289 -0.0953 0 0.0000 8.533 -1.24 -8.61 1.57 1.40 0.17
138 -1.5087 -0.0915 0 0.0000 8.533 -1.24 -8.61 1.57 1.40 0.17
139 -1.4971 -0.0835 0 0.0000 8.533 -1.24 -8.61 1.57 1.40 0.17
140 -1.4639 -0.0946 0 0.0000 8.534 -1.24 -8.61 1.57 1.40 0.17
141 -1.4993 -0.0897 0 0.0000 8.534 -1.24 -8.61 1.57 1.40 0.17
142 -1.4912 -0.0908 0 0.0000 8.534 -1.24 -8.61 1.57 1.40 0.17
143 -1.4794 -0.0730 0 0.0000 8.534 -1.24 -8.61 1.57 1.40 0.17
144 -1.4140 -0.0699 0 0.0000 8.534 -1.24 -8.61 1.57 1.40 0.17
145 -1.3580 -0.0247 0 0.0000 8.534 -1.24 -8.61 1.57 1.40 0.17
146 -1.3442 -0.0325 0 0.0000 8.534 -1.24 -8.61 1.57 1.40 0.17
147 -1.3149 -0.0423 0 0.0000 8.534 -1.24 -8.61 1.57 1.40 0.17
148 -1.2768 -0.0285 0 0.0000 8.534 -1.24 -8.61 1.57 1.40 0.17
149 -1.3070 -0.0494 0 0.0000 8.534 -1.24 -8.61 1.57 1.40 0.17
150 -1.2885 -0.0271 0 0.0000 8.533 -1.24 -8.61 1.57 1.40 0.17
151 -1.2938 -0.0382 0 0.0000 8.533 -1.24 -8.61 1.57 1.40 0.17
152 -1.2866 -0.0553 0 0.0000 8.533 -1.24 -8.61 1.57 1.40 0.17
153 -1.2977 -0.0524 0 0.0000 8.533 -1.24 -8.60 1.57 1.40 0.17
154 -1.2706 -0.0232 0 0.0000 8.533 -1.24 -8.60 1.57 1.40 0.17
155 -1.2274 -0.0015 0 0.0000 8.533 -1.24 -8.60 1.57 1.40 0.17
156 -1.1828 0.0071 0 0.0000 8.532 -1.24 -8.60 1.57 1.40 0.17
157 -1.2482 0.0178 0 0.0000 8.531 -1.24 -8.60 1.57 1.40 0.17
158 -1.2668 0.0426 0 0.0000 8.531 -1.24 -8.60 1.57 1.40 0.17
159 -1.2737 0.0502 0 0.0000 8.531 -1.24 -8.60 1.57 1.40 0.17
160 -1.3035 0.0412 0 0.0000 8.531 -1.24 -8.60 1.57 1.40 0.17
161 -1.1948 0.0571 0 0.0000 8.532 -1.24 -8.60 1.57 1.40 0.17
162 -1.2187 0.0356 0 0.0000 8.532 -1.24 -8.60 1.57 1.40 0.17
163 -1.2321 0.0535 0 0.0000 8.532 -1.24 -8.60 1.57 1.40 0.17
164 -1.1467 0.0968 0 0.0000 8.531 -1.24 -8.60 1.57 1.40 0.17
165 -1.1578 0.0812 0 0.0000 8.531 -1.24 -8.60 1.57 1.40 0.17
166 -1.1474 0.0807 0 0.0000 8.531 -1.24 -8.60 1.57 1.40 0.17
