# step wm_danger det_logit danger fire dist_t dx dy yaw tbrg offaxis
0 -1.6431 -0.2575 0 0.0000 24.759 12.00 0.00 1.17 2.90 1.72
1 -0.6894 0.8560 0 0.0000 12.042 11.88 0.01 3.14 3.14 0.00
2 -0.7940 0.9858 0 0.0000 12.044 11.89 0.01 3.14 3.14 0.01
3 -0.4982 1.3010 0 0.0000 12.040 11.88 0.00 3.14 3.14 0.00
4 -0.3769 1.3686 0 0.0000 12.026 11.87 -0.00 3.14 3.14 0.00
5 -0.3899 1.3520 0 0.0000 11.998 11.84 -0.00 3.14 3.14 0.00
6 -0.5253 1.2955 0 0.0000 11.955 11.80 0.00 3.14 3.14 0.00
7 -0.6242 1.2933 0 0.0000 11.902 11.74 0.01 3.14 -3.14 0.00
8 -0.6319 1.3633 0 0.0000 11.839 11.68 0.02 -3.14 -3.14 0.00
9 -0.7394 1.3108 0 0.0000 11.767 11.61 0.04 -3.14 -3.14 0.00
10 -0.8268 1.2408 0 0.0000 11.688 11.53 0.05 -3.14 -3.14 0.00
11 -0.9108 1.1007 0 0.0000 11.604 11.44 0.07 -3.13 -3.14 0.00
12 -1.0353 1.0326 0 0.0000 11.518 11.36 0.09 -3.13 -3.13 0.00
13 -1.2570 0.9125 0 0.0000 11.429 11.27 0.11 -3.13 -3.13 0.00
14 -1.3918 0.8285 0 0.0000 11.339 11.18 0.13 -3.13 -3.13 0.00
15 -1.5306 0.7063 0 0.0000 11.247 11.08 0.15 -3.13 -3.13 0.01
16 -1.5906 0.5786 0 0.0000 11.153 10.99 0.17 -3.13 -3.13 0.01
17 -1.5856 0.4452 0 0.0000 11.059 10.90 0.18 -3.13 -3.13 0.01
18 -1.4674 0.5381 0 0.0000 10.967 10.80 0.20 -3.13 -3.12 0.01
19 -1.2746 0.7691 0 0.0000 10.882 10.72 0.21 -3.13 -3.12 0.01
20 -1.1990 0.7581 0 0.0000 10.811 10.65 0.22 -3.13 -3.12 0.01
21 -1.1435 0.8773 0 0.0000 10.755 10.59 0.24 -3.13 -3.12 0.01
22 -1.0708 0.7918 0 0.0000 10.716 10.55 0.25 -3.13 -3.12 0.02
23 -0.9923 0.8735 0 0.0000 10.694 10.53 0.27 -3.13 -3.12 0.02
24 -1.1349 0.7691 0 0.0000 10.689 10.52 0.29 -3.14 -3.12 0.02
25 -1.1872 0.7982 0 0.0000 10.698 10.53 0.31 -3.14 -3.11 0.02
26 -1.2172 0.7526 0 0.0000 10.720 10.55 0.33 -3.14 -3.11 0.02
27 -1.4517 0.7232 0 0.0000 10.754 10.58 0.35 -3.14 -3.11 0.03
