# step wm_danger det_logit danger fire dist_t dx dy yaw tbrg offaxis
0 0.7960 0.2166 0 0.0000 12.042 -11.66 0.00 0.00 0.00 0.00
1 -0.3921 0.2895 0 0.0000 12.040 -11.65 0.00 -0.00 -0.00 0.00
2 -0.1520 0.2972 0 0.0000 12.032 -11.65 0.00 -0.00 -0.00 0.00
3 -0.1492 0.3438 0 0.0000 12.013 -11.63 0.00 -0.01 -0.00 0.00
4 -0.1442 0.3651 0 0.0000 11.980 -11.59 0.01 -0.01 -0.00 0.01
5 -0.4407 0.3383 0 0.0000 11.934 -11.55 0.02 -0.01 -0.00 0.00
6 -0.8545 0.3152 0 0.0000 11.875 -11.49 0.04 -0.01 -0.00 0.00
7 -1.0979 0.2722 0 0.0000 11.808 -11.42 0.05 -0.01 -0.00 0.01
8 -1.3011 0.2478 0 0.0000 11.734 -11.35 0.08 -0.02 -0.01 0.01
9 -1.5248 0.1957 0 0.0000 11.653 -11.27 0.10 -0.02 -0.01 0.01
10 -1.6452 0.1037 0 0.0000 11.568 -11.18 0.13 -0.02 -0.01 0.01
11 -1.7226 -0.0164 0 0.0000 11.480 -11.09 0.16 -0.02 -0.01 0.01
12 -1.3994 0.2050 0 0.0000 11.394 -11.00 0.19 -0.02 -0.02 0.01
13 -1.1682 0.3491 0 0.0000 11.317 -10.93 0.22 -0.03 -0.02 0.01
14 -1.2159 0.2551 0 0.0000 11.252 -10.86 0.24 -0.02 -0.02 0.00
15 -1.0542 0.3440 0 0.0000 11.198 -10.80 0.26 -0.03 -0.02 0.00
16 -0.9868 0.3480 0 0.0000 11.157 -10.76 0.28 -0.03 -0.02 0.00
17 -0.9555 0.3369 0 0.0000 11.128 -10.73 0.29 -0.03 -0.03 0.00
18 -0.8866 0.3527 0 0.0000 11.111 -10.71 0.30 -0.03 -0.03 0.00
19 -0.9074 0.3198 0 0.0000 11.104 -10.71 0.31 -0.02 -0.03 0.00
20 -0.9261 0.3113 0 0.0000 11.108 -10.71 0.32 -0.02 -0.03 0.00
21 -0.9389 0.2733 0 0.0000 11.121 -10.72 0.32 -0.02 -0.03 0.01
22 -1.1480 0.1327 0 0.0000 11.140 -10.74 0.33 -0.02 -0.03 0.01
23 -1.2743 -0.0193 0 0.0000 11.163 -10.76 0.34 -0.02 -0.03 0.01
24 -1.2095 0.1201 0 0.0000 11.190 -10.79 0.35 -0.02 -0.03 0.01
25 -1.0665 0.1458 0 0.0000 11.217 -10.82 0.36 -0.02 -0.03 0.01
26 -0.9635 0.1649 0 0.0000 11.241 -10.84 0.37 -0.03 -0.03 0.01
27 -0.2565 0.1798 0 0.0000 11.253 -10.85 0.38 -0.03 -0.03 0.01
28 -0.2253 0.0952 0 0.0000 11.250 -10.85 0.39 -0.03 -0.03 0.01
29 -0.3888 0.2278 0 0.0000 11.228 -10.82 0.40 -0.04 -0.04 0.00
30 -0.6582 0.2296 0 0.0000 11.190 -10.79 0.41 -0.04 -0.04 0.00
31 -0.8925 0.2026 0 0.0000 11.137 -10.73 0.42 -0.04 -0.04 0.00
32 -1.3200 0.0511 0 0.0000 11.071 -10.66 0.44 -0.04 -0.04 0.00
33 -1.3658 -0.2573 0 0.0000 10.997 -10.59 0.46 -0.04 -0.04 0.00
34 -0.7289 0.2653 0 0.0000 10.921 -10.51 0.48 -0.04 -0.04 0.00
35 -0.6196 0.4892 0 0.0000 10.853 -10.44 0.50 -0.04 -0.05 0.00
36 -0.6486 0.3538 0 0.0000 10.800 -10.39 0.52 -0.04 -0.05 0.01
37 -0.8573 0.0478 0 0.0000 10.758 -10.34 0.54 -0.04 -0.05 0.01
38 -0.6971 0.2502 0 0.0000 10.724 -10.31 0.55 -0.04 -0.05 0.01
39 -0.8421 0.2671 0 0.0000 10.700 -10.28 0.57 -0.04 -0.05 0.01
40 -0.7729 0.1712 0 0.0000 10.688 -10.27 0.58 -0.04 -0.05 0.02
41 -0.8349 0.1012 0 0.0000 10.684 -10.26 0.59 -0.04 -0.06 0.02
42 -0.8766 0.0412 0 0.0000 10.687 -10.27 0.60 -0.04 -0.06 0.02
43 -0.9464 0.0068 0 0.0000 10.696 -10.27 0.61 -0.04 -0.06 0.02
44 -1.0223 -0.0491 0 0.0000 10.713 -10.29 0.61 -0.03 -0.06 0.02
45 -1.0822 -0.0768 0 0.0000 10.735 -10.31 0.62 -0.03 -0.06 0.02
46 -1.3398 -0.1966 0 0.0000 10.760 -10.34 0.62 -0.03 -0.06 0.03
47 -0.9860 -0.1110 0 0.0000 10.784 -10.36 0.63 -0.03 -0.06 0.02
48 -0.3869 -0.1836 0 0.0000 10.801 -10.37 0.63 -0.04 -0.06 0.02
49 -0.6884 -0.1513 0 0.0000 10.803 -10.38 0.64 -0.04 -0.06 0.02
50 -0.9454 -0.1728 0 0.0000 10.788 -10.36 0.64 -0.04 -0.06 0.02
51 -1.4525 -0.2798 0 0.0000 10.755 -10.33 0.65 -0.04 -0.06 0.02
52 -1.5706 -0.3514 0 0.0000 10.707 -10.28 0.66 -0.05 -0.06 0.01
53 -1.6233 -0.6096 0 0.0000 10.647 -10.22 0.67 -0.04 -0.06 0.02
54 -1.1991 -0.2198 0 0.0000 10.582 -10.15 0.68 -0.04 -0.06 0.02
55 -1.2953 -0.3883 0 0.0000 10.522 -10.09 0.69 -0.05 -0.07 0.02
56 -1.2586 -0.3875 0 0.0000 10.468 -10.03 0.70 -0.05 -0.07 0.02
57 -1.1758 -0.1296 0 0.0000 10.425 -9.99 0.71 -0.04 -0.07 0.02
58 -1.0710 -0.2072 0 0.0000 10.392 -9.95 0.72 -0.04 -0.07 0.03
59 -1.2515 -0.3013 0 0.0000 10.364 -9.92 0.72 -0.04 -0.07 0.03
60 -1.4057 -0.5249 0 0.0000 10.334 -9.89 0.73 -0.04 -0.07 0.03
61 -1.6482 -0.8840 0 0.0000 10.300 -9.86 0.74 -0.04 -0.07 0.03
62 -1.6482 -0.9463 0 0.0000 10.264 -9.82 0.75 -0.04 -0.07 0.03
63 -1.3811 -0.5591 0 0.0000 10.232 -9.79 0.75 -0.04 -0.07 0.03
64 -1.0558 -0.2905 0 0.0000 10.207 -9.76 0.76 -0.04 -0.07 0.04
65 -1.3712 -0.5509 0 0.0000 10.191 -9.74 0.76 -0.04 -0.08 0.04
66 -1.3712 -0.5382 0 0.0000 10.181 -9.73 0.77 -0.04 -0.08 0.04
67 -1.4558 -0.6101 0 0.0000 10.177 -9.73 0.77 -0.03 -0.08 0.04
68 -1.4312 -0.5483 0 0.0000 10.179 -9.73 0.77 -0.03 -0.08 0.04
69 -1.5008 -0.5902 0 0.0000 10.186 -9.74 0.78 -0.03 -0.08 0.05
70 -0.7485 -0.0931 0 0.0000 10.195 -9.74 0.78 -0.03 -0.08 0.05
71 -0.4419 -0.0473 0 0.0000 10.203 -9.75 0.78 -0.04 -0.08 0.04
72 -0.3613 -0.0101 0 0.0000 10.203 -9.75 0.78 -0.04 -0.08 0.04
73 -0.4984 -0.0536 0 0.0000 10.190 -9.74 0.78 -0.04 -0.08 0.04
74 -0.4932 -0.0286 0 0.0000 10.162 -9.71 0.79 -0.04 -0.08 0.04
75 -0.6168 -0.0370 0 0.0000 10.119 -9.66 0.79 -0.04 -0.08 0.03
76 -0.4544 -0.0010 0 0.0000 10.063 -9.61 0.79 -0.04 -0.08 0.04
77 -0.8949 -0.4201 0 0.0000 9.998 -9.54 0.80 -0.04 -0.08 0.04
78 -0.2691 0.0617 0 0.0000 9.931 -9.47 0.80 -0.04 -0.08 0.04
79 -0.0396 0.3372 0 0.0000 9.872 -9.41 0.81 -0.04 -0.08 0.04
80 0.0507 0.2055 0 0.0000 9.827 -9.36 0.81 -0.04 -0.08 0.04
81 0.0616 0.3376 0 0.0000 9.794 -9.33 0.81 -0.04 -0.08 0.04
82 0.0869 0.3495 0 0.0000 9.772 -9.31 0.81 -0.04 -0.08 0.05
83 0.1382 0.3612 0 0.0000 9.763 -9.30 0.82 -0.04 -0.08 0.05
84 0.2298 0.4261 0 0.0000 9.766 -9.30 0.82 -0.04 -0.08 0.05
85 0.3371 0.4298 0 0.0000 9.779 -9.31 0.82 -0.04 -0.08 0.05
86 0.3590 0.4568 0 0.0000 9.803 -9.34 0.82 -0.03 -0.08 0.05
87 0.3014 0.4249 0 0.0000 9.833 -9.37 0.82 -0.03 -0.08 0.05
88 -0.2415 0.2023 0 0.0000 9.870 -9.41 0.82 -0.03 -0.08 0.05
89 -0.5257 0.0127 0 0.0000 9.912 -9.45 0.82 -0.03 -0.08 0.05
90 -0.3064 0.2318 0 0.0000 9.957 -9.49 0.82 -0.03 -0.08 0.05
91 0.2447 0.2141 0 0.0000 10.004 -9.54 0.81 -0.03 -0.08 0.05
92 -0.3123 0.1858 0 0.0000 10.048 -9.58 0.81 -0.03 -0.08 0.05
93 -0.0482 0.2538 0 0.0000 10.087 -9.62 0.81 -0.03 -0.08 0.05
94 0.0859 0.0189 0 0.0000 10.115 -9.65 0.82 -0.04 -0.08 0.04
95 0.1208 0.1786 0 0.0000 10.128 -9.66 0.82 -0.04 -0.08 0.04
96 0.0807 0.2078 0 0.0000 10.126 -9.66 0.82 -0.05 -0.08 0.04
97 0.1185 0.2698 0 0.0000 10.109 -9.64 0.82 -0.05 -0.08 0.03
98 0.2251 0.2522 0 0.0000 10.078 -9.61 0.82 -0.05 -0.08 0.03
99 -0.0316 0.2812 0 0.0000 10.033 -9.57 0.83 -0.05 -0.08 0.03
100 -0.0379 0.3156 0 0.0000 9.981 -9.51 0.83 -0.05 -0.08 0.04
101 -0.0941 0.3105 0 0.0000 9.927 -9.46 0.83 -0.05 -0.08 0.04
102 -0.0411 0.4369 0 0.0000 9.879 -9.41 0.83 -0.04 -0.09 0.04
103 0.2841 0.5377 0 0.0000 9.844 -9.37 0.84 -0.04 -0.09 0.04
104 0.3726 0.5867 0 0.0000 9.819 -9.35 0.84 -0.04 -0.09 0.04
105 0.4323 0.6140 0 0.0000 9.805 -9.33 0.84 -0.04 -0.09 0.04
106 0.4844 0.6362 0 0.0000 9.800 -9.33 0.84 -0.04 -0.09 0.05
107 0.5288 0.6123 0 0.0000 9.804 -9.33 0.84 -0.04 -0.09 0.05
108 0.5236 0.6534 0 0.0000 9.814 -9.34 0.84 -0.04 -0.09 0.05
109 0.5462 0.6869 0 0.0000 9.828 -9.36 0.84 -0.04 -0.09 0.05
110 0.2670 0.5847 0 0.0000 9.845 -9.37 0.84 -0.04 -0.09 0.05
111 0.1996 0.5833 0 0.0000 9.863 -9.39 0.84 -0.04 -0.09 0.05
112 0.1237 0.5540 0 0.0000 9.884 -9.41 0.84 -0.04 -0.09 0.05
113 0.1780 0.5603 0 0.0000 9.908 -9.44 0.84 -0.04 -0.09 0.05
114 0.4759 0.5545 0 0.0000 9.933 -9.46 0.85 -0.03 -0.09 0.05
115 0.4974 0.4825 0 0.0000 9.956 -9.49 0.85 -0.03 -0.09 0.05
116 0.2365 0.3641 0 0.0000 9.976 -9.51 0.85 -0.03 -0.09 0.05
117 0.1462 0.4287 0 0.0000 9.990 -9.52 0.85 -0.04 -0.09 0.05
118 0.3990 0.3993 0 0.0000 9.995 -9.52 0.85 -0.04 -0.09 0.05
119 0.3781 0.4575 0 0.0000 9.989 -9.52 0.85 -0.04 -0.09 0.05
120 0.1189 0.4177 0 0.0000 9.973 -9.50 0.85 -0.04 -0.09 0.05
121 0.2227 0.4265 0 0.0000 9.949 -9.47 0.85 -0.04 -0.09 0.05
122 0.3861 0.4251 0 0.0000 9.915 -9.44 0.86 -0.04 -0.09 0.05
123 0.4637 0.5531 0 0.0000 9.875 -9.40 0.86 -0.04 -0.09 0.05
124 -0.0159 0.4448 0 0.0000 9.832 -9.35 0.86 -0.03 -0.09 0.05
125 0.2744 0.5608 0 0.0000 9.791 -9.31 0.86 -0.03 -0.09 0.06
126 0.3622 0.5908 0 0.0000 9.757 -9.28 0.86 -0.03 -0.09 0.06
127 0.4827 0.6466 0 0.0000 9.730 -9.25 0.87 -0.03 -0.09 0.06
128 0.5383 0.6648 0 0.0000 9.709 -9.23 0.87 -0.03 -0.09 0.06
129 0.5984 0.6949 0 0.0000 9.696 -9.21 0.87 -0.03 -0.09 0.06
130 0.6421 0.7426 0 0.0000 9.690 -9.21 0.87 -0.03 -0.09 0.06
131 0.4727 0.6842 0 0.0000 9.692 -9.21 0.87 -0.03 -0.09 0.06
132 0.5046 0.6929 0 0.0000 9.702 -9.22 0.87 -0.03 -0.09 0.06
133 0.4709 0.6917 0 0.0000 9.721 -9.24 0.87 -0.03 -0.09 0.06
134 0.3428 0.6506 0 0.0000 9.745 -9.26 0.87 -0.03 -0.09 0.06
135 0.6499 0.6552 0 0.0000 9.770 -9.29 0.87 -0.03 -0.09 0.06
136 0.4139 0.5432 0 0.0000 9.792 -9.31 0.86 -0.03 -0.09 0.06
137 0.5128 0.4840 0 0.0000 9.806 -9.33 0.86 -0.03 -0.09 0.06
138 0.5553 0.5815 0 0.0000 9.811 -9.33 0.86 -0.03 -0.09 0.06
139 0.6163 0.5854 0 0.0000 9.809 -9.33 0.86 -0.02 -0.09 0.06
140 0.4363 0.6407 0 0.0000 9.801 -9.32 0.87 -0.02 -0.09 0.07
141 0.2565 0.5864 0 0.0000 9.791 -9.31 0.87 -0.02 -0.09 0.07
142 0.2819 0.5727 0 0.0000 9.783 -9.30 0.87 -0.02 -0.09 0.07
143 0.2715 0.5867 0 0.0000 9.777 -9.29 0.87 -0.02 -0.09 0.07
144 0.2895 0.6147 0 0.0000 9.772 -9.29 0.87 -0.02 -0.09 0.07
145 0.2911 0.6037 0 0.0000 9.770 -9.29 0.87 -0.02 -0.09 0.07
146 0.2847 0.6205 0 0.0000 9.769 -9.29 0.87 -0.02 -0.09 0.07
147 0.3292 0.6419 0 0.0000 9.770 -9.29 0.87 -0.02 -0.09 0.07
148 0.3965 0.6615 0 0.0000 9.771 -9.29 0.88 -0.02 -0.09 0.07
149 0.3486 0.6253 0 0.0000 9.774 -9.29 0.88 -0.02 -0.09 0.07
150 0.4505 0.6419 0 0.0000 9.777 -9.29 0.88 -0.02 -0.09 0.07
151 0.4908 0.5813 0 0.0000 9.780 -9.30 0.88 -0.02 -0.09 0.07
152 0.4536 0.5749 0 0.0000 9.783 -9.30 0.88 -0.02 -0.09 0.07
153 0.5829 0.5576 0 0.0000 9.784 -9.30 0.88 -0.02 -0.09 0.07
154 0.5121 0.6365 0 0.0000 9.780 -9.29 0.88 -0.02 -0.09 0.07
155 0.4515 0.6130 0 0.0000 9.773 -9.29 0.88 -0.02 -0.09 0.07
156 0.3925 0.6167 0 0.0000 9.765 -9.28 0.88 -0.02 -0.09 0.08
157 0.3537 0.6371 0 0.0000 9.756 -9.27 0.88 -0.02 -0.09 0.08
158 0.2905 0.6023 0 0.0000 9.748 -9.26 0.89 -0.02 -0.09 0.08
159 0.3151 0.6018 0 0.0000 9.742 -9.25 0.89 -0.02 -0.09 0.08
160 0.3040 0.6008 0 0.0000 9.737 -9.25 0.89 -0.02 -0.09 0.08
161 0.3096 0.6213 0 0.0000 9.734 -9.24 0.89 -0.01 -0.09 0.08
162 0.3005 0.6006 0 0.0000 9.731 -9.24 0.89 -0.01 -0.09 0.08
163 0.3230 0.6157 0 0.0000 9.729 -9.24 0.89 -0.01 -0.09 0.08
164 0.3862 0.6244 0 0.0000 9.727 -9.24 0.89 -0.01 -0.09 0.08
165 0.2884 0.5839 0 0.0000 9.725 -9.23 0.89 -0.01 -0.09 0.08
166 0.2377 0.5475 0 0.0000 9.723 -9.23 0.89 -0.01 -0.09 0.08
167 0.2924 0.6031 0 0.0000 9.722 -9.23 0.89 -0.01 -0.09 0.08
168 0.3470 0.6156 0 0.0000 9.720 -9.23 0.89 -0.01 -0.09 0.08
169 0.3687 0.6113 0 0.0000 9.719 -9.23 0.89 -0.01 -0.09 0.08
170 0.4648 0.6032 0 0.0000 9.716 -9.22 0.89 -0.01 -0.09 0.08
171 0.4310 0.6150 0 0.0000 9.711 -9.22 0.90 -0.01 -0.09 0.09
172 0.5272 0.6445 0 0.0000 9.706 -9.21 0.90 -0.01 -0.09 0.09
173 0.4680 0.6630 0 0.0000 9.698 -9.21 0.90 -0.01 -0.09 0.09
174 0.4073 0.6596 0 0.0000 9.690 -9.20 0.90 -0.01 -0.09 0.09
175 0.3106 0.6073 0 0.0000 9.681 -9.19 0.90 -0.01 -0.09 0.09
