# step wm_danger det_logit danger fire dist_t dx dy yaw tbrg offaxis
0 0.2845 0.3821 0 0.0000 1.000 6.00 6.00 2.18 0.00 2.18
1 -0.4728 0.5285 0 0.0000 12.042 -0.23 -11.86 1.57 1.57 0.00
2 -0.0441 0.6551 0 0.0000 12.042 -0.23 -11.86 1.56 1.57 0.01
3 0.0308 0.7417 0 0.0000 12.035 -0.24 -11.86 1.55 1.57 0.02
4 -0.0750 0.6016 0 0.0000 12.017 -0.26 -11.84 1.55 1.57 0.02
5 -0.0710 0.5891 0 0.0000 11.984 -0.29 -11.80 1.54 1.57 0.03
6 -0.2077 0.4943 0 0.0000 11.936 -0.32 -11.75 1.53 1.56 0.03
7 -0.4069 0.4125 0 0.0000 11.877 -0.37 -11.69 1.53 1.56 0.03
8 -0.5181 0.3503 0 0.0000 11.806 -0.41 -11.62 1.53 1.56 0.03
9 -0.5839 0.3452 0 0.0000 11.727 -0.47 -11.54 1.53 1.55 0.03
10 -0.7969 0.2756 0 0.0000 11.642 -0.52 -11.46 1.52 1.55 0.02
11 -1.0880 0.1933 0 0.0000 11.553 -0.58 -11.36 1.52 1.54 0.02
12 -1.4473 0.0690 0 0.0000 11.460 -0.64 -11.27 1.53 1.53 0.01
13 -1.8233 -0.1244 0 0.0000 11.366 -0.71 -11.17 1.52 1.53 0.01
14 -2.0226 -0.1965 0 0.0000 11.270 -0.78 -11.07 1.52 1.52 0.00
15 -2.2073 -0.2378 0 0.0000 11.174 -0.84 -10.97 1.52 1.52 0.00
16 -2.4015 -0.2619 0 0.0000 11.079 -0.91 -10.87 1.52 1.51 0.01
17 -2.6039 -0.3219 0 0.0000 10.985 -0.97 -10.77 1.51 1.50 0.01
18 -2.8028 -0.4116 0 0.0000 10.891 -1.03 -10.67 1.51 1.50 0.02
19 -3.0886 -0.5088 0 0.0000 10.797 -1.09 -10.57 1.51 1.49 0.02
20 -3.3533 -0.5665 0 0.0000 10.705 -1.14 -10.47 1.52 1.49 0.03
21 -3.6077 -0.7438 0 0.0000 10.613 -1.20 -10.38 1.51 1.48 0.03
22 -3.8585 -0.8526 0 0.0000 10.522 -1.27 -10.28 1.51 1.47 0.04
23 -4.2268 -1.0708 0 0.0000 10.431 -1.33 -10.18 1.51 1.47 0.05
24 -4.4509 -1.2016 0 0.0000 10.340 -1.39 -10.08 1.51 1.46 0.06
25 -4.4686 -1.1814 0 0.0000 10.249 -1.46 -9.98 1.51 1.45 0.06
26 -5.1871 -2.3454 0 0.0000 10.158 -1.54 -9.88 1.51 1.44 0.07
27 -5.1122 -2.6294 0 0.0000 10.069 -1.60 -9.78 1.51 1.43 0.08
28 -5.0293 -2.6177 0 0.0000 9.986 -1.66 -9.69 1.50 1.43 0.07
29 -5.1063 -2.6415 0 0.0000 9.917 -1.71 -9.61 1.49 1.42 0.07
30 -5.0976 -2.6391 0 0.0000 9.867 -1.75 -9.55 1.49 1.42 0.08
31 -5.0973 -2.6375 0 0.0000 9.838 -1.78 -9.52 1.49 1.41 0.08
32 -5.1006 -2.6388 0 0.0000 9.828 -1.80 -9.50 1.50 1.41 0.09
33 -5.1007 -2.6365 0 0.0000 9.836 -1.82 -9.51 1.50 1.41 0.09
34 -5.1103 -2.6389 0 0.0000 9.856 -1.84 -9.53 1.50 1.41 0.09
35 -4.9033 -2.5388 0 0.0000 9.887 -1.85 -9.56 1.50 1.41 0.09
36 -5.0545 -2.6135 0 0.0000 9.926 -1.86 -9.59 1.50 1.41 0.10
