# step wm_danger det_logit danger fire dist_t dx dy yaw tbrg offaxis
0 0.6453 0.6674 0 0.0000 13.454 -6.00 -6.00 -0.05 1.11 1.15
1 -0.3533 0.4740 0 0.0000 12.042 -0.15 -11.78 1.57 1.57 0.00
2 -0.0814 0.5636 0 0.0000 12.042 -0.15 -11.78 1.57 1.57 0.00
3 0.0021 0.5633 0 0.0000 12.036 -0.16 -11.77 1.56 1.57 0.01
4 -0.0881 0.4841 0 0.0000 12.019 -0.18 -11.76 1.56 1.57 0.01
5 -0.2291 0.4007 0 0.0000 11.989 -0.21 -11.72 1.55 1.57 0.01
6 -0.3734 0.3382 0 0.0000 11.945 -0.25 -11.68 1.55 1.56 0.01
7 -0.6851 0.1569 0 0.0000 11.888 -0.30 -11.62 1.55 1.56 0.01
8 -0.8002 0.1131 0 0.0000 11.821 -0.36 -11.55 1.55 1.55 0.00
9 -0.9058 0.1103 0 0.0000 11.747 -0.42 -11.48 1.55 1.55 0.00
10 -1.1393 0.0814 0 0.0000 11.666 -0.48 -11.39 1.55 1.54 0.01
11 -1.4135 -0.0032 0 0.0000 11.579 -0.54 -11.30 1.55 1.54 0.01
12 -1.7869 -0.1954 0 0.0000 11.490 -0.61 -11.21 1.54 1.53 0.01
13 -1.8685 -0.2016 0 0.0000 11.399 -0.67 -11.12 1.53 1.52 0.01
14 -1.9416 -0.1636 0 0.0000 11.308 -0.74 -11.02 1.53 1.52 0.02
15 -2.1550 -0.2259 0 0.0000 11.215 -0.80 -10.92 1.53 1.51 0.02
16 -2.4058 -0.3502 0 0.0000 11.122 -0.86 -10.83 1.53 1.51 0.02
17 -2.5767 -0.3666 0 0.0000 11.029 -0.92 -10.73 1.53 1.50 0.03
18 -2.8190 -0.4372 0 0.0000 10.934 -0.98 -10.63 1.53 1.49 0.03
19 -3.0641 -0.4712 0 0.0000 10.840 -1.04 -10.53 1.53 1.49 0.04
20 -3.1499 -0.4855 0 0.0000 10.746 -1.11 -10.43 1.53 1.48 0.05
21 -3.5020 -0.6421 0 0.0000 10.653 -1.18 -10.33 1.53 1.47 0.06
22 -3.8913 -0.9191 0 0.0000 10.561 -1.24 -10.23 1.55 1.47 0.08
23 -3.8970 -0.8531 0 0.0000 10.546 -1.21 -10.22 1.59 1.47 0.12
24 -3.6446 -0.8842 0 0.0000 10.542 -1.17 -10.22 1.58 1.47 0.10
25 -3.5123 -0.8792 0 0.0000 10.527 -1.14 -10.20 1.57 1.48 0.09
26 -3.5205 -0.8763 0 0.0000 10.499 -1.14 -10.17 1.57 1.48 0.09
27 -3.4634 -0.8326 0 0.0000 10.456 -1.14 -10.13 1.57 1.48 0.09
28 -3.5645 -0.8507 0 0.0000 10.402 -1.16 -10.07 1.58 1.47 0.10
29 -3.6488 -0.8710 0 0.0000 10.339 -1.20 -10.01 1.58 1.47 0.11
30 -3.6955 -0.9060 0 0.0000 10.278 -1.23 -9.94 1.57 1.46 0.11
31 -3.7489 -0.9504 0 0.0000 10.238 -1.24 -9.90 1.57 1.46 0.11
32 -3.6332 -0.9143 0 0.0000 10.207 -1.24 -9.87 1.57 1.46 0.11
33 -3.4600 -0.8124 0 0.0000 10.177 -1.23 -9.84 1.57 1.46 0.11
34 -3.4645 -0.8626 0 0.0000 10.143 -1.23 -9.81 1.57 1.46 0.11
35 -3.6307 -0.9413 0 0.0000 10.102 -1.23 -9.77 1.57 1.46 0.11
36 -3.6736 -0.9415 0 0.0000 10.063 -1.23 -9.73 1.57 1.46 0.11
37 -3.6122 -0.9183 0 0.0000 10.027 -1.23 -9.69 1.57 1.46 0.11
38 -3.6011 -0.9266 0 0.0000 9.992 -1.23 -9.65 1.57 1.46 0.11
39 -3.6287 -0.9486 0 0.0000 9.961 -1.23 -9.62 1.57 1.46 0.11
40 -3.5630 -0.9042 0 0.0000 9.935 -1.23 -9.59 1.57 1.46 0.11
41 -3.5856 -0.9225 0 0.0000 9.915 -1.22 -9.57 1.57 1.46 0.11
42 -3.5854 -0.9252 0 0.0000 9.902 -1.22 -9.56 1.57 1.46 0.11
43 -3.5034 -0.9010 0 0.0000 9.893 -1.22 -9.55 1.57 1.46 0.11
