# step wm_danger det_logit danger fire dist_t
0 -3.8544 -2.9040 0 0.0000 24.759
1 0.1747 0.5991 0 0.0000 12.041
2 0.2385 0.8778 0 0.0000 12.040
3 0.3266 1.1688 0 0.0000 12.035
4 0.3109 1.1257 0 0.0000 12.026
5 0.2619 0.9963 0 0.0000 12.016
6 0.2715 0.9832 0 0.0000 12.005
7 0.1452 0.7712 0 0.0000 11.994
8 0.0719 0.7126 0 0.0000 11.980
9 -0.2143 0.1744 0 0.0000 11.963
10 -0.1803 0.1385 0 0.0000 11.943
11 -0.2413 0.0880 0 0.0000 11.918
12 -0.3385 -0.1156 0 0.0000 11.891
13 -0.2787 -0.0459 0 0.0000 11.861
14 -0.3146 0.0220 0 0.0000 11.830
15 -0.4818 -0.1847 0 0.0000 11.799
16 -0.5128 -0.2664 0 0.0000 11.768
17 -0.6478 -0.4143 0 0.0000 11.740
18 -0.5503 -0.3127 0 0.0000 11.715
19 -0.5532 -0.2051 0 0.0000 11.693
20 -0.5981 -0.1871 0 0.0000 11.675
21 -0.7153 -0.3419 0 0.0000 11.660
22 -0.6492 -0.4836 0 0.0000 11.647
23 -0.6713 -0.5425 0 0.0000 11.638
24 -0.7475 -0.6262 0 0.0000 11.632
25 -0.8842 -0.6268 0 0.0000 11.628
26 -0.9770 -0.8278 0 0.0000 11.626
27 -0.9808 -0.9527 0 0.0000 11.626
28 -0.9980 -0.8816 0 0.0000 11.629
29 -1.2505 -1.0608 0 0.0000 11.635
30 -1.2709 -1.1032 0 0.0000 11.643
31 -1.1921 -1.0085 0 0.0000 11.653
32 -1.1692 -0.9538 0 0.0000 11.667
33 -1.5212 -1.1421 0 0.0000 11.684
34 -1.5402 -1.2533 0 0.0000 11.703
35 -1.5979 -1.2955 0 0.0000 11.725
36 -1.5419 -1.3421 0 0.0000 11.750
37 -1.4683 -1.3885 0 0.0000 11.779
38 -1.4223 -1.3659 0 0.0000 11.814
39 -1.1257 -1.2827 0 0.0000 11.853
40 -1.4093 -1.3111 0 0.0000 11.897
41 -1.3545 -1.4214 0 0.0000 11.944
42 -1.3294 -1.3402 0 0.0000 11.995
43 -1.3508 -1.4817 0 0.0000 12.050
44 -0.9921 -1.2881 0 0.0000 12.107
45 -1.3533 -1.3883 0 0.0000 12.166
46 -1.3948 -1.4150 0 0.0000 12.226
47 -1.4782 -1.4561 0 0.0000 12.287
48 -1.3197 -1.3983 0 0.0000 12.350
49 -1.3622 -1.4445 0 0.0000 12.415
50 -1.1385 -1.2670 0 0.0000 12.481
51 -1.3703 -1.3786 0 0.0000 12.548
52 -1.4052 -1.3520 0 0.0000 12.616
53 -1.4439 -1.4338 0 0.0000 12.683
54 -1.5882 -1.3932 0 0.0000 12.751
55 -1.6571 -1.3827 0 0.0000 12.821
56 -1.6047 -1.3364 0 0.0000 12.892
57 -1.6426 -1.2904 0 0.0000 12.963
58 -1.5977 -1.1206 0 0.0000 13.037
59 -1.5604 -1.1449 0 0.0000 13.113
60 -1.4612 -1.0372 0 0.0000 13.193
61 -1.4167 -0.9826 0 0.0000 13.278
62 -1.9372 -0.4313 0 0.0000 13.366
63 -1.5297 -0.0996 0 0.0000 13.457
64 -0.8308 -0.0662 0 0.0000 13.542
65 -0.4490 -0.0829 0 0.0000 13.612
66 -0.3344 -0.3305 0 0.0000 13.664
67 -0.1719 -0.4213 0 0.0000 13.697
68 -0.1268 -0.6280 0 0.0000 13.711
69 -0.2200 -1.0908 0 0.0000 13.711
70 -0.2657 -1.2868 0 0.0000 13.698
71 -0.3875 -1.4152 0 0.0000 13.672
72 -0.7406 -1.5528 0 0.0000 13.633
73 -0.7667 -1.4481 0 0.0000 13.583
74 -0.7485 -1.1946 0 0.0000 13.521
75 -0.5680 -0.8628 0 0.0000 13.449
76 -0.9569 -1.4659 0 0.0000 13.371
77 -1.0708 -1.8801 0 0.0000 13.289
78 -1.1191 -1.6593 0 0.0000 13.206
79 -0.8819 -1.1888 0 0.0000 13.122
80 -1.0532 -1.5971 0 0.0000 13.040
81 -1.0879 -1.8903 0 0.0000 12.958
82 -1.0757 -1.7413 0 0.0000 12.876
83 -0.9264 -1.3771 0 0.0000 12.791
84 -1.0097 -1.6389 0 0.0000 12.706
85 -1.0829 -1.9530 0 0.0000 12.620
86 -1.0552 -1.8583 0 0.0000 12.533
87 -0.9150 -1.6322 0 0.0000 12.443
88 -0.9896 -1.8853 0 0.0000 12.351
89 -1.1716 -2.1969 0 0.0000 12.257
90 -1.1814 -2.1816 0 0.0000 12.163
91 -1.2224 -2.1718 0 0.0000 12.068
92 -1.2995 -2.1771 0 0.0000 11.970
93 -1.3631 -2.3286 0 0.0000 11.872
94 -1.5081 -2.5389 0 0.0000 11.773
95 -1.5247 -2.5467 0 0.0000 11.675
96 -1.5047 -2.5235 0 0.0000 11.650
97 -1.3481 -2.3682 0 0.0000 11.665
98 -1.3545 -2.3263 0 0.0000 11.672
99 -1.4212 -2.3852 0 0.0000 11.671
100 -1.3620 -2.3463 0 0.0000 11.673
101 -1.3314 -2.3114 0 0.0000 11.675
102 -1.3100 -2.3173 0 0.0000 11.677
103 -1.3436 -2.3018 0 0.0000 11.680
104 -1.3063 -2.2242 0 0.0000 11.683
105 -1.3322 -2.2380 0 0.0000 11.685
106 -1.2798 -2.2003 0 0.0000 11.685
107 -1.2811 -2.1936 0 0.0000 11.684
108 -1.3124 -2.1744 0 0.0000 11.683
109 -1.2944 -2.1723 0 0.0000 11.681
110 -1.2725 -2.1670 0 0.0000 11.679
111 -1.2602 -2.1560 0 0.0000 11.678
112 -1.2379 -2.1377 0 0.0000 11.677
113 -1.2436 -2.1273 0 0.0000 11.677
114 -1.2313 -2.1370 0 0.0000 11.677
115 -1.2047 -2.1159 0 0.0000 11.675
116 -1.2034 -2.0975 0 0.0000 11.674
117 -1.2318 -2.0678 0 0.0000 11.672
118 -1.2321 -2.0785 0 0.0000 11.671
119 -1.2446 -2.0845 0 0.0000 11.671
120 -1.2400 -2.0571 0 0.0000 11.671
121 -1.2423 -2.0747 0 0.0000 11.672
122 -1.2266 -2.0858 0 0.0000 11.672
123 -1.2490 -2.0936 0 0.0000 11.673
124 -1.2459 -2.0831 0 0.0000 11.674
125 -1.2535 -2.0769 0 0.0000 11.675
126 -1.2578 -2.0832 0 0.0000 11.676
127 -1.2424 -2.0841 0 0.0000 11.676
128 -1.2604 -2.0983 0 0.0000 11.676
129 -1.2416 -2.1025 0 0.0000 11.676
130 -1.2469 -2.1116 0 0.0000 11.675
131 -1.2317 -2.0902 0 0.0000 11.674
132 -1.2232 -2.0683 0 0.0000 11.675
133 -1.2299 -2.0813 0 0.0000 11.676
134 -1.2145 -2.0671 0 0.0000 11.675
135 -1.2258 -2.0801 0 0.0000 11.675
136 -1.2340 -2.0854 0 0.0000 11.674
137 -1.2224 -2.0591 0 0.0000 11.672
138 -1.2322 -2.0555 0 0.0000 11.672
139 -1.2441 -2.0768 0 0.0000 11.672
140 -1.2398 -2.0699 0 0.0000 11.673
141 -1.2274 -2.0619 0 0.0000 11.674
142 -1.2182 -2.0578 0 0.0000 11.676
143 -1.2262 -2.0627 0 0.0000 11.677
144 -1.2269 -2.0649 0 0.0000 11.675
145 -1.2393 -2.0715 0 0.0000 11.674
146 -1.2351 -2.0958 0 0.0000 11.674
147 -1.2313 -2.0901 0 0.0000 11.675
148 -1.2344 -2.0718 0 0.0000 11.676
149 -1.2356 -2.0609 0 0.0000 11.677
150 -1.2410 -2.0705 0 0.0000 11.677
151 -1.2494 -2.0856 0 0.0000 11.678
152 -1.2172 -2.0844 0 0.0000 11.680
153 -1.2077 -2.0850 0 0.0000 11.680
154 -1.2018 -2.0678 0 0.0000 11.678
155 -1.2071 -2.0617 0 0.0000 11.675
156 -1.2146 -2.0457 0 0.0000 11.672
157 -1.2171 -2.0420 0 0.0000 11.670
158 -1.2292 -2.0574 0 0.0000 11.669
159 -1.2168 -2.0604 0 0.0000 11.669
160 -1.2145 -2.0754 0 0.0000 11.670
161 -1.2142 -2.0911 0 0.0000 11.670
162 -1.2147 -2.0544 0 0.0000 11.670
163 -1.2145 -2.0827 0 0.0000 11.670
164 -1.2408 -2.0774 0 0.0000 11.668
165 -1.2271 -2.0752 0 0.0000 11.666
166 -1.2400 -2.0811 0 0.0000 11.665
167 -1.2277 -2.0596 0 0.0000 11.665
168 -1.2088 -2.0595 0 0.0000 11.667
169 -1.2099 -2.0427 0 0.0000 11.670
170 -1.2118 -2.0325 0 0.0000 11.673
171 -1.2352 -2.0374 0 0.0000 11.677
172 -1.2416 -2.0886 0 0.0000 11.680
173 -1.2310 -2.1037 0 0.0000 11.682
174 -1.2368 -2.1019 0 0.0000 11.680
175 -1.2475 -2.0869 0 0.0000 11.677
176 -1.2353 -2.0680 0 0.0000 11.672
177 -1.2408 -2.0672 0 0.0000 11.669
178 -1.2446 -2.1001 0 0.0000 11.668
179 -1.2500 -2.1116 0 0.0000 11.668
180 -1.2275 -2.0983 0 0.0000 11.669
181 -1.2262 -2.0930 0 0.0000 11.670
182 -1.2188 -2.0985 0 0.0000 11.671
183 -1.2152 -2.0968 0 0.0000 11.673
184 -1.2339 -2.1075 0 0.0000 11.677
185 -1.2360 -2.1170 0 0.0000 11.679
186 -1.2605 -2.1135 0 0.0000 11.681
187 -1.2479 -2.1002 0 0.0000 11.680
188 -1.2289 -2.0784 0 0.0000 11.679
189 -1.2217 -2.0736 0 0.0000 11.678
190 -1.2410 -2.0903 0 0.0000 11.676
191 -1.2521 -2.1063 0 0.0000 11.675
192 -1.2278 -2.1003 0 0.0000 11.675
193 -1.2332 -2.0886 0 0.0000 11.675
194 -1.2414 -2.1081 0 0.0000 11.676
195 -1.2303 -2.1109 0 0.0000 11.677
196 -1.2376 -2.1127 0 0.0000 11.677
197 -1.2326 -2.0934 0 0.0000 11.678
198 -1.2175 -2.0611 0 0.0000 11.678
199 -1.2541 -2.0675 0 0.0000 11.675
200 -1.2591 -2.0966 0 0.0000 11.674
201 -1.2513 -2.0989 0 0.0000 11.675
202 -1.2408 -2.0999 0 0.0000 11.675
203 -1.2507 -2.0950 0 0.0000 11.676
204 -1.2493 -2.0995 0 0.0000 11.675
205 -1.2405 -2.0883 0 0.0000 11.675
206 -1.2576 -2.1098 0 0.0000 11.675
207 -1.2382 -2.1030 0 0.0000 11.674
208 -1.2503 -2.1056 0 0.0000 11.673
209 -1.2510 -2.0958 0 0.0000 11.673
210 -1.2485 -2.0950 0 0.0000 11.673
211 -1.2160 -2.0868 0 0.0000 11.673
212 -1.2160 -2.0743 0 0.0000 11.675
213 -1.2366 -2.0709 0 0.0000 11.675
214 -1.2221 -2.0732 0 0.0000 11.676
215 -1.2372 -2.0812 0 0.0000 11.677
216 -1.2270 -2.0788 0 0.0000 11.677
217 -1.2264 -2.0693 0 0.0000 11.677
218 -1.2279 -2.0662 0 0.0000 11.677
219 -1.2337 -2.0879 0 0.0000 11.676
220 -1.2273 -2.0821 0 0.0000 11.676
221 -1.2239 -2.0700 0 0.0000 11.674
222 -1.2269 -2.0607 0 0.0000 11.672
223 -1.2198 -2.0640 0 0.0000 11.671
224 -1.2215 -2.0661 0 0.0000 11.671
225 -1.2271 -2.0736 0 0.0000 11.670
226 -1.2329 -2.0545 0 0.0000 11.670
227 -1.2346 -2.0701 0 0.0000 11.671
228 -1.2105 -2.0731 0 0.0000 11.673
229 -1.2116 -2.0628 0 0.0000 11.676
230 -1.2268 -2.0466 0 0.0000 11.679
231 -1.2186 -2.0651 0 0.0000 11.680
232 -1.2219 -2.0805 0 0.0000 11.681
233 -1.2346 -2.0826 0 0.0000 11.682
234 -1.2405 -2.0942 0 0.0000 11.681
235 -1.2434 -2.1349 0 0.0000 11.678
236 -1.2463 -2.1266 0 0.0000 11.677
237 -1.2590 -2.1449 0 0.0000 11.677
238 -1.2665 -2.1501 0 0.0000 11.678
239 -1.2639 -2.1378 0 0.0000 11.678
240 -1.2446 -2.1068 0 0.0000 11.677
241 -1.2712 -2.1490 0 0.0000 11.675
242 -1.2486 -2.1178 0 0.0000 11.675
243 -1.2467 -2.1328 0 0.0000 11.677
244 -1.2428 -2.1033 0 0.0000 11.677
245 -1.2479 -2.1114 0 0.0000 11.675
246 -1.2286 -2.1019 0 0.0000 11.674
247 -1.2534 -2.1252 0 0.0000 11.674
248 -1.2265 -2.0825 0 0.0000 11.674
249 -1.2461 -2.1030 0 0.0000 11.675
250 -1.2255 -2.1165 0 0.0000 11.675
251 -1.2456 -2.1127 0 0.0000 11.676
252 -1.2186 -2.0752 0 0.0000 11.675
253 -1.2185 -2.0743 0 0.0000 11.673
254 -1.2171 -2.0732 0 0.0000 11.670
255 -1.2070 -2.0527 0 0.0000 11.666
256 -1.1947 -2.0491 0 0.0000 11.664
257 -1.2113 -2.0619 0 0.0000 11.665
258 -1.2237 -2.0576 0 0.0000 11.666
259 -1.2192 -2.0373 0 0.0000 11.669
260 -1.2293 -2.0507 0 0.0000 11.671
261 -1.2397 -2.0508 0 0.0000 11.672
262 -1.2348 -2.0578 0 0.0000 11.674
263 -1.2256 -2.0414 0 0.0000 11.675
264 -1.2241 -2.0405 0 0.0000 11.676
265 -1.2246 -2.0600 0 0.0000 11.677
