# step wm_danger det_logit danger fire dist_t
0 -1.3597 -2.0884 0 0.0000 26.851
1 0.4657 1.1913 0 0.0000 8.544
2 0.4139 1.1958 0 0.0000 8.542
3 0.4835 1.3239 0 0.0000 8.539
4 0.4323 1.2541 0 0.0000 8.534
5 0.4434 1.1573 0 0.0000 8.530
6 0.1693 0.7339 0 0.0000 8.529
7 -0.0016 0.3404 0 0.0000 8.525
8 0.0572 0.2808 0 0.0000 8.512
9 0.0642 0.1900 0 0.0000 8.488
10 0.1405 0.3817 0 0.0000 8.456
11 0.1347 0.4077 0 0.0000 8.416
12 0.1075 0.4342 0 0.0000 8.368
13 0.0856 0.3908 0 0.0000 8.315
14 0.0444 0.3955 0 0.0000 8.260
15 -0.0721 0.1233 0 0.0000 8.204
16 -0.0952 0.1523 0 0.0000 8.146
17 -0.1587 0.1185 0 0.0000 8.088
18 -0.2212 -0.1075 0 0.0000 8.033
19 -0.3203 -0.2253 0 0.0000 7.981
20 -0.1733 0.0193 0 0.0000 7.933
21 -0.1597 -0.0244 0 0.0000 7.886
22 -0.3219 -0.2361 0 0.0000 7.842
23 -0.3000 -0.2171 0 0.0000 7.801
24 -0.4995 -0.5301 0 0.0000 7.762
25 -0.4797 -0.5260 0 0.0000 7.723
26 -0.5453 -0.5201 0 0.0000 7.686
27 -0.6488 -0.5938 0 0.0000 7.651
28 -0.9113 -0.9390 0 0.0000 7.619
29 -0.9481 -0.9193 0 0.0000 7.592
30 -1.1225 -0.9202 0 0.0000 7.570
31 -1.4864 -1.1849 0 0.0000 7.552
32 -1.3111 -0.8942 0 0.0000 7.538
33 -1.6481 -1.2582 0 0.0000 7.530
34 -1.6589 -1.1618 0 0.0000 7.525
35 -1.6086 -1.1200 0 0.0000 7.525
36 -1.6974 -1.1210 0 0.0000 7.529
37 -1.6542 -1.0359 0 0.0000 7.537
38 -1.8246 -0.9535 0 0.0000 7.547
39 -2.1825 -1.1066 0 0.0000 7.560
40 -2.1486 -0.9162 0 0.0000 7.574
41 -2.1769 -0.7873 0 0.0000 7.590
42 -2.0494 -0.8362 0 0.0000 7.609
43 -1.6647 -0.6424 0 0.0000 7.628
44 -1.4932 -0.8052 0 0.0000 7.639
45 -1.5560 -0.8975 0 0.0000 7.636
46 -1.1718 -0.7942 0 0.0000 7.611
47 -0.9847 -0.6925 0 0.0000 7.566
48 -1.5649 -1.0508 0 0.0000 7.504
49 -1.9268 -1.1041 0 0.0000 7.429
50 -2.1026 -1.2786 0 0.0000 7.350
51 -2.6534 -1.6782 0 0.0000 7.268
52 -2.9677 -1.8843 0 0.0000 7.183
53 -3.3685 -2.5644 0 0.0000 7.095
54 -3.7856 -2.9653 0 0.0000 7.005
55 -3.9790 -3.1039 0 0.0000 6.914
56 -3.9961 -3.1852 0 0.0000 6.823
57 -4.0258 -3.1764 0 0.0000 6.731
58 -4.0796 -3.1544 0 0.0000 6.639
59 -4.0129 -3.1148 0 0.0000 6.547
60 -4.0064 -3.0747 0 0.0000 6.457
61 -4.0856 -3.0629 0 0.0000 6.368
62 -4.2387 -3.0469 0 0.0000 6.281
63 -4.4109 -3.0012 0 0.0000 6.196
64 -4.4951 -2.9559 0 0.0000 6.110
65 -4.4925 -2.9280 0 0.0000 6.024
66 -4.5136 -2.8812 0 0.0000 5.937
67 -4.5233 -2.8528 0 0.0000 5.851
68 -4.4991 -2.8263 0 0.0000 5.769
69 -4.5080 -2.7886 0 0.0000 5.690
70 -4.5269 -2.7615 0 0.0000 5.616
71 -4.5825 -2.7430 0 0.0000 5.545
72 -4.6756 -2.7554 0 0.0000 5.477
73 -4.7139 -2.7324 0 0.0000 5.413
74 -4.8081 -2.7344 0 0.0000 5.353
75 -4.8595 -2.7397 0 0.0000 5.347
76 -4.9780 -2.9488 0 0.0000 5.359
77 -4.9323 -2.9307 0 0.0000 5.368
78 -4.9320 -2.9126 0 0.0000 5.370
79 -4.7561 -2.7861 0 0.0000 5.367
80 -4.5562 -2.7195 1 0.0500 5.360
81 -4.1807 -2.4623 1 0.1000 5.348
82 -3.5208 -1.8196 1 0.1500 5.331
83 -3.3095 -1.6992 1 0.2000 5.308
84 -2.9370 -1.6760 1 0.2500 5.285
85 -3.0578 -1.8349 1 0.3000 5.273
86 -3.2308 -1.9254 1 0.3500 5.270
87 -3.2563 -1.8976 1 0.4000 5.275
88 -3.3256 -1.9685 1 0.4500 5.290
89 -3.7121 -2.3371 1 0.5000 5.315
90 -3.6743 -2.2019 1 0.5500 5.339
91 -3.8561 -2.3939 1 0.6000 5.352
92 -4.0435 -2.6406 1 0.6500 5.348
93 -4.1276 -2.6953 1 0.7000 5.327
94 -4.2101 -2.7629 1 0.7500 5.288
95 -4.3998 -2.6629 1 0.8000 5.237
96 -4.3194 -2.7289 1 0.8500 5.175
97 -4.3063 -2.6963 1 0.9000 5.108
98 -4.3398 -2.7026 1 0.9500 5.059
99 -4.4267 -2.6610 0 1.0000 5.007
100 -4.5216 -2.6215 0 1.0000 4.938
101 -4.5121 -2.4680 0 1.0000 4.842
102 -4.4861 -2.3299 0 1.0000 4.721
103 -4.3635 -2.1443 0 1.0000 4.583
104 -4.1917 -1.9458 0 1.0000 4.440
105 -3.5227 -1.4480 0 1.0000 4.311
106 -2.7784 -0.9549 0 1.0000 4.218
107 0.0580 0.5851 0 1.0000 4.189
108 -0.2574 1.2567 0 1.0000 4.169
109 -0.2912 1.4020 0 1.0000 4.159
110 -0.0428 1.4405 0 1.0000 4.169
111 -0.1085 1.4909 0 1.0000 4.168
112 -0.0747 1.5389 0 1.0000 4.168
113 -0.0473 1.5818 0 1.0000 4.168
114 -0.0090 1.6079 0 1.0000 4.168
115 -0.0172 1.6130 0 1.0000 4.168
