# step wm_danger det_logit danger fire dist_t
0 -0.1346 -0.2144 0 0.0000 8.544
1 0.1732 0.2853 0 0.0000 13.453
2 -0.8927 -0.4893 0 0.0000 13.450
3 -1.0396 -0.6358 0 0.0000 13.445
4 -0.2924 -0.0924 0 0.0000 13.437
5 -0.5072 -0.2391 0 0.0000 13.426
6 -0.0134 -0.0490 0 0.0000 13.407
7 0.0588 -0.0118 0 0.0000 13.377
8 -0.1723 -0.0106 0 0.0000 13.333
9 -0.1950 -0.2469 0 0.0000 13.277
10 -0.0924 -0.1858 0 0.0000 13.211
11 -0.1865 -0.2702 0 0.0000 13.138
12 -0.2762 -0.4084 0 0.0000 13.057
13 -0.5652 -0.6719 0 0.0000 12.970
14 -1.0666 -0.8159 0 0.0000 12.878
15 -0.9374 -0.5588 0 0.0000 12.784
16 -1.1510 -0.6943 0 0.0000 12.690
17 -1.4200 -0.8084 0 0.0000 12.599
18 -1.3035 -0.7859 0 0.0000 12.509
19 -1.4565 -0.8601 0 0.0000 12.421
20 -1.6347 -0.9850 0 0.0000 12.334
21 -1.6663 -0.8616 0 0.0000 12.247
22 -1.8598 -1.0603 0 0.0000 12.163
23 -1.8659 -1.0738 0 0.0000 12.083
24 -1.9949 -1.1347 0 0.0000 12.005
25 -1.9172 -1.1501 0 0.0000 11.929
26 -1.9337 -1.1885 0 0.0000 11.853
27 -1.8083 -1.1153 0 0.0000 11.777
28 -1.7940 -1.0909 0 0.0000 11.701
29 -1.8711 -1.1800 0 0.0000 11.640
30 -2.0769 -1.4105 0 0.0000 11.623
31 -2.0966 -1.5058 0 0.0000 11.608
32 -1.8786 -1.4431 0 0.0000 11.592
33 -1.8549 -1.4686 0 0.0000 11.576
34 -1.7902 -1.4833 0 0.0000 11.559
35 -1.8643 -1.5815 0 0.0000 11.541
36 -1.9022 -1.6429 0 0.0000 11.522
37 -2.0064 -1.6621 0 0.0000 11.505
38 -2.1673 -1.8549 0 0.0000 11.491
39 -2.1056 -1.9609 0 0.0000 11.478
40 -2.0924 -2.0472 0 0.0000 11.466
41 -2.0742 -2.2518 0 0.0000 11.454
42 -2.1095 -2.3348 0 0.0000 11.440
43 -1.9850 -2.3547 0 0.0000 11.422
44 -1.7427 -2.2264 0 0.0000 11.402
45 -1.7267 -2.3144 0 0.0000 11.393
46 -1.8140 -2.1153 0 0.0000 11.392
47 -1.9451 -1.9631 0 0.0000 11.406
48 -2.1634 -1.8911 0 0.0000 11.427
49 -1.9591 -1.7850 0 0.0000 11.446
50 -1.7667 -1.4759 0 0.0000 11.454
51 -1.6538 -1.3851 0 0.0000 11.450
52 -1.7961 -1.4799 0 0.0000 11.439
53 -1.8894 -1.5002 0 0.0000 11.426
54 -1.9912 -1.6766 0 0.0000 11.413
55 -2.0897 -1.8474 0 0.0000 11.400
56 -2.0953 -1.9587 0 0.0000 11.387
57 -2.1211 -2.1255 0 0.0000 11.374
58 -2.0660 -2.2542 0 0.0000 11.361
59 -2.0784 -2.3530 0 0.0000 11.344
60 -1.9630 -2.3752 0 0.0000 11.324
61 -1.8076 -2.3737 0 0.0000 11.302
62 -1.8299 -2.4818 0 0.0000 11.287
63 -1.7215 -2.3846 0 0.0000 11.279
64 -1.6026 -2.4113 0 0.0000 11.279
65 -1.4297 -2.2916 0 0.0000 11.277
66 -1.3603 -2.3132 0 0.0000 11.273
67 -1.7952 -2.1628 0 0.0000 11.268
68 -1.7651 -2.3531 0 0.0000 11.268
69 -1.6793 -2.5252 0 0.0000 11.273
70 -1.6738 -2.6672 0 0.0000 11.280
71 -1.6703 -2.7689 0 0.0000 11.288
72 -1.6179 -2.8682 0 0.0000 11.295
73 -1.5598 -2.8843 0 0.0000 11.301
74 -1.5644 -2.9770 0 0.0000 11.304
75 -1.4853 -2.9994 0 0.0000 11.305
76 -1.4178 -2.9809 0 0.0000 11.304
77 -1.3152 -2.8696 0 0.0000 11.298
78 -1.2534 -2.8050 0 0.0000 11.288
79 -1.1930 -2.7750 0 0.0000 11.273
80 -1.1099 -2.7136 0 0.0000 11.256
81 -1.0095 -2.6502 0 0.0000 11.236
82 -0.9256 -2.5898 0 0.0000 11.216
83 -0.9058 -2.5767 0 0.0000 11.195
84 -0.8620 -2.5655 0 0.0000 11.174
85 -0.8225 -2.5385 0 0.0000 11.152
86 -0.7995 -2.5264 0 0.0000 11.132
87 -0.7940 -2.5225 0 0.0000 11.112
88 -0.7998 -2.5226 0 0.0000 11.093
89 -0.8131 -2.5348 0 0.0000 11.074
90 -0.8131 -2.5384 0 0.0000 11.056
91 -0.8263 -2.5397 0 0.0000 11.039
92 -0.8249 -2.5432 0 0.0000 11.022
93 -0.8127 -2.5452 0 0.0000 11.006
94 -0.8434 -2.5578 0 0.0000 10.989
95 -0.8789 -2.5808 0 0.0000 10.972
96 -0.9517 -2.6457 0 0.0000 10.955
97 -1.0389 -2.7271 0 0.0000 10.938
98 -1.0721 -2.7722 0 0.0000 10.921
99 -1.3734 -3.0212 0 0.0000 10.905
100 -1.3966 -3.0542 0 0.0000 10.857
101 -1.2938 -2.9529 0 0.0000 10.808
102 -1.1186 -2.8121 0 0.0000 10.762
103 -0.7388 -2.4764 0 0.0000 10.718
104 -0.4063 -2.2250 0 0.0000 10.678
105 -0.8901 -2.5417 0 0.0000 10.643
106 -0.7016 -2.3460 0 0.0000 10.611
107 -0.0388 -1.7429 0 0.0000 10.584
108 -0.0634 -1.7521 0 0.0000 10.562
109 -0.4875 -2.1532 0 0.0000 10.550
110 -1.0380 -2.7190 0 0.0000 10.552
111 -1.0036 -2.7142 0 0.0000 10.556
112 -1.2908 -3.0177 0 0.0000 10.571
113 -1.4128 -3.1104 0 0.0000 10.588
114 -1.3991 -3.1027 0 0.0000 10.602
115 -1.3843 -3.0919 0 0.0000 10.609
116 -1.4012 -3.0929 0 0.0000 10.614
117 -1.3802 -3.0674 0 0.0000 10.617
118 -1.1809 -2.8809 0 0.0000 10.614
119 -0.8143 -2.5498 0 0.0000 10.605
120 -0.3456 -2.1424 0 0.0000 10.592
121 -0.6844 -2.4423 0 0.0000 10.572
122 -1.0496 -2.7518 0 0.0000 10.550
123 -1.0245 -2.7004 0 0.0000 10.534
124 -1.0839 -2.7643 0 0.0000 10.526
125 -1.1797 -2.8514 0 0.0000 10.522
126 -1.1363 -2.8515 0 0.0000 10.522
127 -1.1813 -2.8966 0 0.0000 10.523
128 -1.2176 -2.9236 0 0.0000 10.525
129 -1.2679 -2.9637 0 0.0000 10.525
130 -1.2679 -2.9712 0 0.0000 10.525
131 -1.2724 -2.9764 0 0.0000 10.525
132 -1.2981 -2.9916 0 0.0000 10.524
133 -1.2889 -2.9844 0 0.0000 10.523
134 -1.2827 -2.9814 0 0.0000 10.522
135 -1.2777 -2.9766 0 0.0000 10.521
136 -1.2253 -2.9406 0 0.0000 10.520
137 -1.2776 -2.9715 0 0.0000 10.520
138 -1.3033 -2.9897 0 0.0000 10.521
139 -1.2982 -2.9840 0 0.0000 10.521
140 -1.3099 -3.0026 0 0.0000 10.521
141 -1.3204 -3.0089 0 0.0000 10.520
142 -1.3101 -3.0021 0 0.0000 10.519
143 -1.2777 -2.9773 0 0.0000 10.519
144 -1.2802 -2.9736 0 0.0000 10.519
145 -1.2895 -2.9822 0 0.0000 10.519
146 -1.3478 -3.0255 0 0.0000 10.521
147 -1.3891 -3.0450 0 0.0000 10.523
148 -1.3539 -3.0127 0 0.0000 10.525
149 -1.3590 -3.0206 0 0.0000 10.526
150 -1.4085 -3.0465 0 0.0000 10.526
151 -1.4206 -3.0667 0 0.0000 10.525
152 -1.3779 -3.0399 0 0.0000 10.523
153 -1.3643 -3.0194 0 0.0000 10.522
