# step wm_danger det_logit danger fire dist_t
0 -0.7973 -1.7794 0 0.0000 1.000
1 0.1196 0.7017 0 0.0000 18.027
2 0.0740 0.6668 0 0.0000 18.021
3 0.1246 0.7313 0 0.0000 18.005
4 0.0861 0.7071 0 0.0000 17.979
5 -0.0242 0.6230 0 0.0000 17.943
6 -0.1751 0.5436 0 0.0000 17.899
7 -0.4643 0.3794 0 0.0000 17.848
8 -0.8162 0.1143 0 0.0000 17.791
9 -1.1566 -0.1549 0 0.0000 17.730
10 -1.4831 -0.4311 0 0.0000 17.666
11 -1.9728 -0.8741 0 0.0000 17.599
12 -2.4058 -1.2983 0 0.0000 17.532
13 -2.7751 -1.7377 0 0.0000 17.463
14 -3.0187 -2.0529 0 0.0000 17.394
15 -3.1918 -2.2825 0 0.0000 17.324
16 -3.3334 -2.4576 0 0.0000 17.254
17 -3.2954 -2.5722 0 0.0000 17.184
18 -3.2048 -2.6540 0 0.0000 17.114
19 -3.1265 -2.7652 0 0.0000 17.044
20 -3.0305 -2.8565 0 0.0000 16.974
21 -2.9409 -2.9338 0 0.0000 16.904
22 -2.8555 -2.9803 0 0.0000 16.834
23 -2.7776 -3.0298 0 0.0000 16.764
24 -2.6794 -3.0771 0 0.0000 16.694
25 -2.6051 -3.1003 0 0.0000 16.624
26 -2.5129 -3.1013 0 0.0000 16.554
27 -2.4198 -3.0880 0 0.0000 16.484
28 -2.3557 -3.0884 0 0.0000 16.414
29 -2.2600 -3.0699 0 0.0000 16.344
30 -2.1457 -3.0307 0 0.0000 16.274
31 -2.0596 -2.9865 0 0.0000 16.205
32 -1.9648 -2.9767 0 0.0000 16.135
33 -1.8752 -2.9624 0 0.0000 16.065
34 -1.7994 -2.9357 0 0.0000 15.995
35 -1.7264 -2.8337 0 0.0000 15.925
36 -1.6456 -2.7698 0 0.0000 15.855
37 -1.5262 -2.7184 0 0.0000 15.785
38 -1.4422 -2.6581 0 0.0000 15.715
39 -1.3692 -2.5687 0 0.0000 15.646
40 -1.3065 -2.4970 0 0.0000 15.576
41 -1.2271 -2.4361 0 0.0000 15.506
42 -1.1543 -2.3759 0 0.0000 15.436
43 -1.0568 -2.1679 0 0.0000 15.366
44 -0.9796 -2.0381 0 0.0000 15.296
45 -0.9399 -1.9292 0 0.0000 15.227
46 -0.9077 -1.8061 0 0.0000 15.157
47 -0.8732 -1.6907 0 0.0000 15.087
48 -0.8432 -1.5564 0 0.0000 15.017
49 -0.8564 -1.4574 0 0.0000 14.947
50 -0.8606 -1.3577 0 0.0000 14.877
51 -0.8681 -1.2668 0 0.0000 14.808
52 -0.8660 -1.1627 0 0.0000 14.738
53 -0.8460 -1.0797 0 0.0000 14.668
54 -0.8221 -0.9793 0 0.0000 14.598
55 -0.7996 -0.8732 0 0.0000 14.528
56 -0.7901 -0.7575 0 0.0000 14.459
57 -0.8094 -0.7104 0 0.0000 14.389
58 -0.7898 -0.6244 0 0.0000 14.319
59 -0.7810 -0.5403 0 0.0000 14.249
60 -0.7194 -0.4342 0 0.0000 14.179
61 -0.6957 -0.3428 0 0.0000 14.109
62 -0.6721 -0.2628 0 0.0000 14.040
63 -0.6592 -0.1950 0 0.0000 13.970
64 -0.6783 -0.1558 0 0.0000 13.900
65 -0.7161 -0.1418 0 0.0000 13.830
66 -0.7168 -0.0894 0 0.0000 13.760
67 -0.7548 -0.0651 0 0.0000 13.691
68 -0.7744 -0.0391 0 0.0000 13.621
69 -0.8011 -0.0415 0 0.0000 13.551
70 -0.8435 -0.0386 0 0.0000 13.481
71 -0.8951 -0.0358 0 0.0000 13.411
72 -0.9323 -0.0359 0 0.0000 13.342
73 -1.0320 -0.0747 0 0.0000 13.272
74 -1.1187 -0.1065 0 0.0000 13.202
75 -1.2078 -0.1474 0 0.0000 13.132
76 -1.2640 -0.1708 0 0.0000 13.063
77 -1.3313 -0.1879 0 0.0000 12.993
78 -1.4085 -0.2230 0 0.0000 12.923
79 -1.5352 -0.3028 0 0.0000 12.853
80 -1.6131 -0.3402 0 0.0000 12.783
81 -1.7050 -0.3988 0 0.0000 12.714
82 -1.8050 -0.4447 0 0.0000 12.644
83 -1.9216 -0.5078 0 0.0000 12.574
84 -2.0475 -0.5801 0 0.0000 12.504
85 -2.1509 -0.6358 0 0.0000 12.435
86 -2.2834 -0.7049 0 0.0000 12.365
87 -2.4099 -0.8142 0 0.0000 12.295
88 -2.5047 -0.8923 0 0.0000 12.225
89 -2.5647 -0.9362 0 0.0000 12.156
90 -2.6753 -1.0218 0 0.0000 12.086
91 -2.7963 -1.1119 0 0.0000 12.016
92 -2.8966 -1.1889 0 0.0000 11.946
93 -2.9922 -1.2723 0 0.0000 11.877
94 -3.0748 -1.3440 0 0.0000 11.807
95 -3.1877 -1.4412 0 0.0000 11.737
96 -3.2676 -1.5126 0 0.0000 11.667
97 -3.3516 -1.5979 0 0.0000 11.598
98 -3.4469 -1.6821 0 0.0000 11.528
99 -3.5198 -1.7597 0 0.0000 11.458
100 -3.5347 -1.8053 0 0.0000 11.388
101 -3.4582 -1.8730 0 0.0000 11.319
102 -3.3712 -1.9501 0 0.0000 11.249
103 -3.2627 -2.0223 0 0.0000 11.179
104 -3.1501 -2.1873 0 0.0000 11.109
105 -3.0490 -2.2792 0 0.0000 11.040
106 -2.9393 -2.3449 0 0.0000 10.970
107 -2.8447 -2.4365 0 0.0000 10.900
108 -2.7368 -2.4718 0 0.0000 10.831
109 -2.6288 -2.5083 0 0.0000 10.761
110 -2.5401 -2.5567 0 0.0000 10.691
111 -2.3983 -2.5736 0 0.0000 10.622
112 -2.2694 -2.6089 0 0.0000 10.552
113 -2.1313 -2.6216 0 0.0000 10.482
114 -1.9869 -2.6627 0 0.0000 10.412
115 -1.8594 -2.6801 0 0.0000 10.343
116 -1.6957 -2.6886 0 0.0000 10.273
117 -1.5210 -2.6746 0 0.0000 10.203
118 -1.3554 -2.6405 0 0.0000 10.134
119 -1.1812 -2.6166 0 0.0000 10.064
120 -1.0147 -2.6042 0 0.0000 9.994
121 -0.8653 -2.5721 0 0.0000 9.925
122 -0.7220 -2.5493 0 0.0000 9.855
123 -0.5820 -2.4772 0 0.0000 9.786
124 -0.4169 -2.4169 0 0.0000 9.716
125 -0.3232 -2.3875 0 0.0000 9.646
126 -0.1396 -2.3118 0 0.0000 9.577
127 -0.0034 -2.2538 0 0.0000 9.507
128 0.0652 -2.2099 0 0.0000 9.437
129 0.1969 -2.1673 0 0.0000 9.368
130 0.3003 -2.0754 0 0.0000 9.298
131 0.3963 -1.9655 0 0.0000 9.229
132 0.5056 -1.8303 0 0.0000 9.159
133 0.5969 -1.7239 0 0.0000 9.089
134 0.7059 -1.5863 0 0.0000 9.020
135 0.7764 -1.4939 0 0.0000 8.950
136 0.8516 -1.3660 0 0.0000 8.881
137 0.9211 -1.2502 0 0.0000 8.811
138 0.9676 -1.1384 0 0.0000 8.742
139 1.0099 -1.0448 0 0.0000 8.672
140 1.0465 -0.9074 0 0.0000 8.603
141 1.0663 -0.7753 0 0.0000 8.533
142 1.0568 -0.6873 0 0.0000 8.464
143 1.0703 -0.5593 0 0.0000 8.394
144 1.0726 -0.4596 0 0.0000 8.325
145 1.0824 -0.3387 0 0.0000 8.255
146 1.0683 -0.2068 0 0.0000 8.186
147 1.0880 -0.0813 0 0.0000 8.116
148 1.1212 0.0346 0 0.0000 8.047
149 1.1288 0.1455 1 0.0500 7.977
150 1.1382 0.2838 1 0.1000 7.908
151 1.1135 0.3728 1 0.1500 7.838
152 1.1110 0.4601 1 0.2000 7.769
153 1.1111 0.5231 1 0.2500 7.700
154 1.1417 0.6179 1 0.3000 7.630
155 1.1571 0.7120 1 0.3500 7.561
156 1.1316 0.7685 1 0.4000 7.491
157 1.1078 0.8245 1 0.4500 7.422
158 1.1258 0.9267 1 0.5000 7.353
159 1.1595 1.0119 1 0.5500 7.283
160 1.1409 1.0381 1 0.6000 7.214
161 1.1555 1.0961 1 0.6500 7.145
162 1.1507 1.1535 1 0.7000 7.075
163 1.1221 1.1800 1 0.7500 7.006
164 1.0976 1.2209 1 0.8000 6.937
165 1.0520 1.2458 1 0.8500 6.867
166 1.0142 1.2800 1 0.9000 6.798
167 0.9390 1.2706 1 0.9500 6.729
