# step wm_danger det_logit danger fire dist_t
0 0.5350 -0.4824 0 0.0000 26.851
1 -2.0102 0.0947 0 0.0000 18.027
2 -1.2905 0.2981 0 0.0000 18.021
3 -1.7178 0.0982 0 0.0000 18.005
4 -1.8246 0.0532 0 0.0000 17.979
5 -1.9597 0.0021 0 0.0000 17.943
6 -2.0256 -0.0432 0 0.0000 17.899
7 -2.1945 -0.1312 0 0.0000 17.848
8 -2.3386 -0.2123 0 0.0000 17.791
9 -2.4452 -0.3489 0 0.0000 17.730
10 -2.5085 -0.4051 0 0.0000 17.666
11 -2.6885 -0.5446 0 0.0000 17.599
12 -2.8332 -0.6705 0 0.0000 17.532
13 -2.9587 -0.7662 0 0.0000 17.463
14 -3.0039 -0.8248 0 0.0000 17.394
15 -3.0676 -0.9139 0 0.0000 17.324
16 -3.1307 -0.9959 0 0.0000 17.254
17 -3.2758 -1.1014 0 0.0000 17.184
18 -3.4611 -1.2202 0 0.0000 17.114
19 -3.4840 -1.2674 0 0.0000 17.044
20 -3.4967 -1.3024 0 0.0000 16.974
21 -3.4291 -1.3806 0 0.0000 16.904
22 -3.3718 -1.4493 0 0.0000 16.834
23 -3.3342 -1.5335 0 0.0000 16.764
24 -3.2615 -1.5951 0 0.0000 16.694
25 -3.1608 -1.6338 0 0.0000 16.624
26 -3.1086 -1.6718 0 0.0000 16.554
27 -2.9835 -1.7404 0 0.0000 16.484
28 -2.9498 -1.8379 0 0.0000 16.414
29 -2.8450 -1.8801 0 0.0000 16.344
30 -2.7175 -1.9145 0 0.0000 16.274
31 -2.5902 -1.9484 0 0.0000 16.205
32 -2.4646 -1.9760 0 0.0000 16.135
33 -2.2811 -1.9614 0 0.0000 16.065
34 -2.2606 -2.0497 0 0.0000 15.995
35 -2.2286 -2.0850 0 0.0000 15.925
36 -2.1126 -2.0738 0 0.0000 15.855
37 -1.9570 -2.0590 0 0.0000 15.785
38 -1.9016 -2.0898 0 0.0000 15.715
39 -1.8753 -2.1363 0 0.0000 15.646
40 -1.7842 -2.1074 0 0.0000 15.576
41 -1.6539 -2.0854 0 0.0000 15.506
42 -1.6792 -2.1063 0 0.0000 15.436
43 -1.6005 -2.0841 0 0.0000 15.366
44 -1.5089 -2.0519 0 0.0000 15.297
45 -1.4013 -2.0136 0 0.0000 15.227
46 -1.2947 -1.9616 0 0.0000 15.157
47 -1.2831 -1.9553 0 0.0000 15.087
48 -1.1979 -1.9103 0 0.0000 15.017
49 -1.1051 -1.8586 0 0.0000 14.947
50 -1.0665 -1.8147 0 0.0000 14.878
51 -1.0075 -1.7665 0 0.0000 14.808
52 -0.9020 -1.6936 0 0.0000 14.738
53 -0.8073 -1.6193 0 0.0000 14.668
54 -0.7170 -1.5220 0 0.0000 14.598
55 -0.7391 -1.4611 0 0.0000 14.528
56 -0.7946 -1.4384 0 0.0000 14.459
57 -0.7505 -1.3678 0 0.0000 14.389
58 -0.7744 -1.3255 0 0.0000 14.319
59 -0.8050 -1.2655 0 0.0000 14.249
60 -0.8592 -1.2337 0 0.0000 14.179
61 -0.8069 -1.1618 0 0.0000 14.110
62 -0.7666 -1.0839 0 0.0000 14.040
63 -0.7925 -1.0462 0 0.0000 13.970
64 -0.8461 -1.0281 0 0.0000 13.900
65 -0.7576 -0.9483 0 0.0000 13.830
66 -0.8231 -0.9146 0 0.0000 13.761
67 -0.8482 -0.8676 0 0.0000 13.691
68 -0.8370 -0.8238 0 0.0000 13.621
69 -0.8130 -0.7831 0 0.0000 13.551
70 -0.8867 -0.7416 0 0.0000 13.481
71 -0.8520 -0.6784 0 0.0000 13.412
72 -0.8125 -0.6367 0 0.0000 13.342
73 -0.8117 -0.6095 0 0.0000 13.272
74 -0.7723 -0.5486 0 0.0000 13.202
75 -0.7845 -0.5098 0 0.0000 13.132
76 -0.8049 -0.5043 0 0.0000 13.063
77 -0.8577 -0.4686 0 0.0000 12.993
78 -0.8907 -0.4577 0 0.0000 12.923
79 -0.9000 -0.4189 0 0.0000 12.853
80 -0.8892 -0.3686 0 0.0000 12.784
81 -0.8552 -0.3072 0 0.0000 12.714
82 -0.7709 -0.1863 0 0.0000 12.644
83 -0.8398 -0.1995 0 0.0000 12.574
84 -0.8599 -0.1733 0 0.0000 12.504
85 -0.8444 -0.1401 0 0.0000 12.435
86 -0.8318 -0.1277 0 0.0000 12.365
87 -0.9416 -0.1720 0 0.0000 12.295
88 -1.0912 -0.1800 0 0.0000 12.225
89 -1.1305 -0.2038 0 0.0000 12.156
