# step wm_danger det_logit danger fire dist_t
0 0.5331 -1.3418 0 0.0000 17.000
1 -2.0066 0.1697 0 0.0000 18.027
2 -1.3150 0.3764 0 0.0000 18.021
3 -1.5013 0.2616 0 0.0000 18.005
4 -1.7660 0.1753 0 0.0000 17.979
5 -2.0133 0.0900 0 0.0000 17.943
6 -2.0356 0.0798 0 0.0000 17.899
7 -2.1292 0.0459 0 0.0000 17.848
8 -2.1632 0.0544 0 0.0000 17.791
9 -2.2794 -0.0087 0 0.0000 17.730
10 -2.3059 -0.0788 0 0.0000 17.666
11 -2.3876 -0.1651 0 0.0000 17.599
12 -2.4361 -0.1975 0 0.0000 17.532
13 -2.4983 -0.2515 0 0.0000 17.463
14 -2.5764 -0.3033 0 0.0000 17.394
15 -2.6462 -0.3905 0 0.0000 17.324
16 -2.7022 -0.4688 0 0.0000 17.254
17 -2.7608 -0.5625 0 0.0000 17.184
18 -2.6865 -0.6504 0 0.0000 17.114
19 -2.6193 -0.7301 0 0.0000 17.044
20 -2.5065 -0.8305 0 0.0000 16.974
21 -2.3793 -0.9206 0 0.0000 16.904
22 -2.2114 -0.9753 0 0.0000 16.834
23 -2.0906 -1.0360 0 0.0000 16.764
24 -1.9816 -1.1003 0 0.0000 16.694
25 -1.8613 -1.1552 0 0.0000 16.624
26 -1.7620 -1.2191 0 0.0000 16.554
27 -1.6215 -1.2789 0 0.0000 16.484
28 -1.4589 -1.3111 0 0.0000 16.414
29 -1.3463 -1.3341 0 0.0000 16.344
30 -1.2270 -1.3699 0 0.0000 16.274
31 -1.1253 -1.4116 0 0.0000 16.204
32 -1.0345 -1.4394 0 0.0000 16.135
33 -0.9382 -1.4675 0 0.0000 16.065
34 -0.8567 -1.5005 0 0.0000 15.995
35 -0.7383 -1.4770 0 0.0000 15.925
36 -0.6635 -1.4835 0 0.0000 15.855
37 -0.5759 -1.4927 0 0.0000 15.785
38 -0.4720 -1.4907 0 0.0000 15.715
39 -0.3378 -1.4718 0 0.0000 15.646
40 -0.2619 -1.4399 0 0.0000 15.576
41 -0.1797 -1.4423 0 0.0000 15.506
42 -0.1519 -1.4564 0 0.0000 15.436
43 -0.0091 -1.3891 0 0.0000 15.366
44 0.0452 -1.3593 0 0.0000 15.296
45 0.1054 -1.3122 0 0.0000 15.227
46 0.1812 -1.2624 0 0.0000 15.157
47 0.2204 -1.2351 0 0.0000 15.087
48 0.2902 -1.1770 0 0.0000 15.017
49 0.3052 -1.1396 0 0.0000 14.947
50 0.3315 -1.0872 0 0.0000 14.877
51 0.3462 -1.0411 0 0.0000 14.808
52 0.3638 -0.9848 0 0.0000 14.738
53 0.3866 -0.9314 0 0.0000 14.668
54 0.4008 -0.8571 0 0.0000 14.598
55 0.4124 -0.7614 0 0.0000 14.528
56 0.3878 -0.7141 0 0.0000 14.459
57 0.3638 -0.6557 0 0.0000 14.389
