# step wm_danger det_logit danger fire dist_t
0 nan nan 0 0.0000 12.042
1 nan nan 0 0.0000 19.001
2 nan nan 0 0.0000 19.004
3 nan nan 0 0.0000 19.011
4 nan nan 0 0.0000 19.025
5 nan nan 0 0.0000 19.046
6 nan nan 0 0.0000 19.073
7 nan nan 0 0.0000 19.107
8 nan nan 0 0.0000 19.146
9 nan nan 0 0.0000 19.190
10 nan nan 0 0.0000 19.236
11 nan nan 0 0.0000 19.283
12 nan nan 0 0.0000 19.330
13 nan nan 0 0.0000 19.375
14 nan nan 0 0.0000 19.417
15 nan nan 0 0.0000 19.455
16 nan nan 0 0.0000 19.488
17 nan nan 0 0.0000 19.515
18 nan nan 0 0.0000 19.538
19 nan nan 0 0.0000 19.555
20 nan nan 0 0.0000 19.567
21 nan nan 0 0.0000 19.574
22 nan nan 0 0.0000 19.577
23 nan nan 0 0.0000 19.577
24 nan nan 0 0.0000 19.573
25 nan nan 0 0.0000 19.567
26 nan nan 0 0.0000 19.559
27 nan nan 0 0.0000 19.548
28 nan nan 0 0.0000 19.537
29 nan nan 0 0.0000 19.524
30 nan nan 0 0.0000 19.510
31 nan nan 0 0.0000 19.496
32 nan nan 0 0.0000 19.481
33 nan nan 0 0.0000 19.466
34 nan nan 0 0.0000 19.450
35 nan nan 0 0.0000 19.434
36 nan nan 0 0.0000 19.418
37 nan nan 0 0.0000 19.402
38 nan nan 0 0.0000 19.386
39 nan nan 0 0.0000 19.370
40 nan nan 0 0.0000 19.354
41 nan nan 0 0.0000 19.338
42 nan nan 0 0.0000 19.322
43 nan nan 0 0.0000 19.306
44 nan nan 0 0.0000 19.290
45 nan nan 0 0.0000 19.274
46 nan nan 0 0.0000 19.259
47 nan nan 0 0.0000 19.243
48 nan nan 0 0.0000 19.228
49 nan nan 0 0.0000 19.213
50 nan nan 0 0.0000 19.198
51 nan nan 0 0.0000 19.183
52 nan nan 0 0.0000 19.169
53 nan nan 0 0.0000 19.154
54 nan nan 0 0.0000 19.140
55 nan nan 0 0.0000 19.125
56 nan nan 0 0.0000 19.111
57 nan nan 0 0.0000 19.097
58 nan nan 0 0.0000 19.084
59 nan nan 0 0.0000 19.070
60 nan nan 0 0.0000 19.056
61 nan nan 0 0.0000 19.043
62 nan nan 0 0.0000 19.030
63 nan nan 0 0.0000 19.017
64 nan nan 0 0.0000 19.004
65 nan nan 0 0.0000 18.991
66 nan nan 0 0.0000 18.979
67 nan nan 0 0.0000 18.967
68 nan nan 0 0.0000 18.954
69 nan nan 0 0.0000 18.942
70 nan nan 0 0.0000 18.930
71 nan nan 0 0.0000 18.919
72 nan nan 0 0.0000 18.907
73 nan nan 0 0.0000 18.896
74 nan nan 0 0.0000 18.884
75 nan nan 0 0.0000 18.873
76 nan nan 0 0.0000 18.862
77 nan nan 0 0.0000 18.852
78 nan nan 0 0.0000 18.841
79 nan nan 0 0.0000 18.831
80 nan nan 0 0.0000 18.820
81 nan nan 0 0.0000 18.810
82 nan nan 0 0.0000 18.800
83 nan nan 0 0.0000 18.790
84 nan nan 0 0.0000 18.781
85 nan nan 0 0.0000 18.771
86 nan nan 0 0.0000 18.762
87 nan nan 0 0.0000 18.753
88 nan nan 0 0.0000 18.744
89 nan nan 0 0.0000 18.735
90 nan nan 0 0.0000 18.727
91 nan nan 0 0.0000 18.718
92 nan nan 0 0.0000 18.710
93 nan nan 0 0.0000 18.702
94 nan nan 0 0.0000 18.694
95 nan nan 0 0.0000 18.686
96 nan nan 0 0.0000 18.678
97 nan nan 0 0.0000 18.671
98 nan nan 0 0.0000 18.663
99 nan nan 0 0.0000 18.656
100 nan nan 0 0.0000 18.649
101 nan nan 0 0.0000 18.642
102 nan nan 0 0.0000 18.636
103 nan nan 0 0.0000 18.629
104 nan nan 0 0.0000 18.623
105 nan nan 0 0.0000 18.617
106 nan nan 0 0.0000 18.611
107 nan nan 0 0.0000 18.605
108 nan nan 0 0.0000 18.600
109 nan nan 0 0.0000 18.594
110 nan nan 0 0.0000 18.589
111 nan nan 0 0.0000 18.584
112 nan nan 0 0.0000 18.579
113 nan nan 0 0.0000 18.574
114 nan nan 0 0.0000 18.569
115 nan nan 0 0.0000 18.565
116 nan nan 0 0.0000 18.561
117 nan nan 0 0.0000 18.557
118 nan nan 0 0.0000 18.553
