# step wm_danger det_logit danger fire dist_t
0 nan nan 0 0.0000 18.028
1 nan nan 0 0.0000 13.455
2 nan nan 0 0.0000 13.461
3 nan nan 0 0.0000 13.478
4 nan nan 0 0.0000 13.506
5 nan nan 0 0.0000 13.543
6 nan nan 0 0.0000 13.588
7 nan nan 0 0.0000 13.639
8 nan nan 0 0.0000 13.692
9 nan nan 0 0.0000 13.748
10 nan nan 0 0.0000 13.803
11 nan nan 0 0.0000 13.858
12 nan nan 0 0.0000 13.912
13 nan nan 0 0.0000 13.964
14 nan nan 0 0.0000 14.015
15 nan nan 0 0.0000 14.064
16 nan nan 0 0.0000 14.111
17 nan nan 0 0.0000 14.156
18 nan nan 0 0.0000 14.201
19 nan nan 0 0.0000 14.244
20 nan nan 0 0.0000 14.286
21 nan nan 0 0.0000 14.328
22 nan nan 0 0.0000 14.369
23 nan nan 0 0.0000 14.409
24 nan nan 0 0.0000 14.449
25 nan nan 0 0.0000 14.488
26 nan nan 0 0.0000 14.528
27 nan nan 0 0.0000 14.567
28 nan nan 0 0.0000 14.606
29 nan nan 0 0.0000 14.645
30 nan nan 0 0.0000 14.683
31 nan nan 0 0.0000 14.722
32 nan nan 0 0.0000 14.761
33 nan nan 0 0.0000 14.799
34 nan nan 0 0.0000 14.838
35 nan nan 0 0.0000 14.876
36 nan nan 0 0.0000 14.915
37 nan nan 0 0.0000 14.953
38 nan nan 0 0.0000 14.991
39 nan nan 0 0.0000 15.029
40 nan nan 0 0.0000 15.068
41 nan nan 0 0.0000 15.106
42 nan nan 0 0.0000 15.143
43 nan nan 0 0.0000 15.181
44 nan nan 0 0.0000 15.219
45 nan nan 0 0.0000 15.256
46 nan nan 0 0.0000 15.293
47 nan nan 0 0.0000 15.330
48 nan nan 0 0.0000 15.367
49 nan nan 0 0.0000 15.404
50 nan nan 0 0.0000 15.440
51 nan nan 0 0.0000 15.476
52 nan nan 0 0.0000 15.512
53 nan nan 0 0.0000 15.547
54 nan nan 0 0.0000 15.582
55 nan nan 0 0.0000 15.616
56 nan nan 0 0.0000 15.651
57 nan nan 0 0.0000 15.684
58 nan nan 0 0.0000 15.718
59 nan nan 0 0.0000 15.751
60 nan nan 0 0.0000 15.783
61 nan nan 0 0.0000 15.815
62 nan nan 0 0.0000 15.847
63 nan nan 0 0.0000 15.878
64 nan nan 0 0.0000 15.908
65 nan nan 0 0.0000 15.938
66 nan nan 0 0.0000 15.968
67 nan nan 0 0.0000 15.997
68 nan nan 0 0.0000 16.025
69 nan nan 0 0.0000 16.053
70 nan nan 0 0.0000 16.081
71 nan nan 0 0.0000 16.108
72 nan nan 0 0.0000 16.136
73 nan nan 0 0.0000 16.165
74 nan nan 0 0.0000 16.194
75 nan nan 0 0.0000 16.221
76 nan nan 0 0.0000 16.245
77 nan nan 0 0.0000 16.265
