# step wm_danger det_logit danger fire dist_t
0 nan nan 0 0.0000 6.083
1 nan nan 0 0.0000 18.028
2 nan nan 0 0.0000 18.031
3 nan nan 0 0.0000 18.036
4 nan nan 0 0.0000 18.044
5 nan nan 0 0.0000 18.052
6 nan nan 0 0.0000 18.059
7 nan nan 0 0.0000 18.062
8 nan nan 0 0.0000 18.059
9 nan nan 0 0.0000 18.051
10 nan nan 0 0.0000 18.035
11 nan nan 0 0.0000 18.011
12 nan nan 0 0.0000 17.981
13 nan nan 0 0.0000 17.944
14 nan nan 0 0.0000 17.901
15 nan nan 0 0.0000 17.854
16 nan nan 0 0.0000 17.802
17 nan nan 0 0.0000 17.746
18 nan nan 0 0.0000 17.688
19 nan nan 0 0.0000 17.628
20 nan nan 0 0.0000 17.566
21 nan nan 0 0.0000 17.503
22 nan nan 0 0.0000 17.439
23 nan nan 0 0.0000 17.375
24 nan nan 0 0.0000 17.310
25 nan nan 0 0.0000 17.245
26 nan nan 0 0.0000 17.179
27 nan nan 0 0.0000 17.114
28 nan nan 0 0.0000 17.049
29 nan nan 0 0.0000 16.983
30 nan nan 0 0.0000 16.918
31 nan nan 0 0.0000 16.852
32 nan nan 0 0.0000 16.787
33 nan nan 0 0.0000 16.721
34 nan nan 0 0.0000 16.656
35 nan nan 0 0.0000 16.591
36 nan nan 0 0.0000 16.527
37 nan nan 0 0.0000 16.463
38 nan nan 0 0.0000 16.399
39 nan nan 0 0.0000 16.336
40 nan nan 0 0.0000 16.273
41 nan nan 0 0.0000 16.211
42 nan nan 0 0.0000 16.149
43 nan nan 0 0.0000 16.087
44 nan nan 0 0.0000 16.026
45 nan nan 0 0.0000 15.964
46 nan nan 0 0.0000 15.903
47 nan nan 0 0.0000 15.842
48 nan nan 0 0.0000 15.781
49 nan nan 0 0.0000 15.720
50 nan nan 0 0.0000 15.659
51 nan nan 0 0.0000 15.597
52 nan nan 0 0.0000 15.536
53 nan nan 0 0.0000 15.474
54 nan nan 0 0.0000 15.412
55 nan nan 0 0.0000 15.350
56 nan nan 0 0.0000 15.287
57 nan nan 0 0.0000 15.224
58 nan nan 0 0.0000 15.161
59 nan nan 0 0.0000 15.097
60 nan nan 0 0.0000 15.034
61 nan nan 0 0.0000 14.969
62 nan nan 0 0.0000 14.905
63 nan nan 0 0.0000 14.840
64 nan nan 0 0.0000 14.775
65 nan nan 0 0.0000 14.709
66 nan nan 0 0.0000 14.644
67 nan nan 0 0.0000 14.578
68 nan nan 0 0.0000 14.512
69 nan nan 0 0.0000 14.445
70 nan nan 0 0.0000 14.379
71 nan nan 0 0.0000 14.312
72 nan nan 0 0.0000 14.246
73 nan nan 0 0.0000 14.179
74 nan nan 0 0.0000 14.112
75 nan nan 0 0.0000 14.045
76 nan nan 0 0.0000 13.979
77 nan nan 0 0.0000 13.912
78 nan nan 0 0.0000 13.846
79 nan nan 0 0.0000 13.780
80 nan nan 0 0.0000 13.714
81 nan nan 0 0.0000 13.648
82 nan nan 0 0.0000 13.582
83 nan nan 0 0.0000 13.516
84 nan nan 0 0.0000 13.451
85 nan nan 0 0.0000 13.385
86 nan nan 0 0.0000 13.320
87 nan nan 0 0.0000 13.254
88 nan nan 0 0.0000 13.189
89 nan nan 0 0.0000 13.123
90 nan nan 0 0.0000 13.058
91 nan nan 0 0.0000 12.993
92 nan nan 0 0.0000 12.927
93 nan nan 0 0.0000 12.862
94 nan nan 0 0.0000 12.796
95 nan nan 0 0.0000 12.731
96 nan nan 0 0.0000 12.666
97 nan nan 0 0.0000 12.600
98 nan nan 0 0.0000 12.535
99 nan nan 0 0.0000 12.469
100 nan nan 0 0.0000 12.404
101 nan nan 0 0.0000 12.339
102 nan nan 0 0.0000 12.273
103 nan nan 0 0.0000 12.208
104 nan nan 0 0.0000 12.142
105 nan nan 0 0.0000 12.077
106 nan nan 0 0.0000 12.012
107 nan nan 0 0.0000 11.946
108 nan nan 0 0.0000 11.881
109 nan nan 0 0.0000 11.816
110 nan nan 0 0.0000 11.750
111 nan nan 0 0.0000 11.685
112 nan nan 0 0.0000 11.619
113 nan nan 0 0.0000 11.554
114 nan nan 0 0.0000 11.489
115 nan nan 0 0.0000 11.423
116 nan nan 0 0.0000 11.358
117 nan nan 0 0.0000 11.293
118 nan nan 0 0.0000 11.227
119 nan nan 0 0.0000 11.162
120 nan nan 0 0.0000 11.097
121 nan nan 0 0.0000 11.031
122 nan nan 0 0.0000 10.966
123 nan nan 0 0.0000 10.901
124 nan nan 0 0.0000 10.835
