# step wm_danger det_logit danger fire dist_t dx dy yaw tbrg offaxis
0 -0.6169 -0.3944 0 0.0000 19.000 6.00 -6.00 0.55 1.89 1.34
1 -0.1385 0.3054 0 0.0000 12.042 -0.30 12.11 -1.57 -1.57 0.00
2 0.0950 0.4927 0 0.0000 12.043 -0.30 12.11 -1.57 -1.57 0.00
3 0.2237 0.5898 0 0.0000 12.039 -0.30 12.11 -1.57 -1.57 0.00
4 0.1720 0.5561 0 0.0000 12.027 -0.29 12.10 -1.58 -1.57 0.01
5 0.1343 0.5269 0 0.0000 12.004 -0.28 12.07 -1.58 -1.57 0.01
6 -0.0672 0.4265 0 0.0000 11.971 -0.27 12.04 -1.58 -1.57 0.00
7 -0.3486 0.2549 0 0.0000 11.931 -0.26 12.00 -1.58 -1.57 0.00
8 -0.2885 0.3229 0 0.0000 11.886 -0.25 11.96 -1.58 -1.57 0.00
9 -0.3339 0.2754 0 0.0000 11.835 -0.24 11.90 -1.58 -1.58 0.00
10 -0.5365 0.1297 0 0.0000 11.777 -0.23 11.85 -1.57 -1.58 0.00
11 -0.8932 -0.1730 0 0.0000 11.712 -0.21 11.78 -1.57 -1.58 0.00
12 -1.1193 -0.3041 0 0.0000 11.644 -0.20 11.71 -1.57 -1.58 0.01
13 -1.2957 -0.4914 0 0.0000 11.576 -0.19 11.64 -1.57 -1.58 0.01
14 -1.3711 -0.6043 0 0.0000 11.507 -0.18 11.58 -1.57 -1.58 0.01
15 -1.4600 -0.7172 0 0.0000 11.435 -0.17 11.50 -1.57 -1.58 0.01
16 -1.5579 -0.8157 0 0.0000 11.360 -0.16 11.43 -1.57 -1.58 0.01
17 -1.8375 -0.9968 0 0.0000 11.281 -0.16 11.35 -1.58 -1.58 0.01
18 -1.8596 -1.0045 0 0.0000 11.204 -0.15 11.27 -1.58 -1.58 0.01
19 -2.0692 -1.2475 0 0.0000 11.131 -0.14 11.20 -1.58 -1.59 0.01
20 -2.0354 -1.3050 0 0.0000 11.057 -0.13 11.12 -1.58 -1.59 0.01
21 -2.0791 -1.4090 0 0.0000 10.981 -0.12 11.05 -1.58 -1.59 0.01
22 -2.0783 -1.4461 0 0.0000 10.902 -0.11 10.97 -1.58 -1.59 0.01
23 -2.1147 -1.5346 0 0.0000 10.819 -0.10 10.88 -1.58 -1.59 0.01
24 -2.0013 -1.6795 0 0.0000 10.733 -0.09 10.80 -1.58 -1.59 0.01
25 -2.0296 -1.8426 0 0.0000 10.643 -0.08 10.71 -1.58 -1.59 0.01
26 -1.8651 -1.9123 0 0.0000 10.552 -0.07 10.62 -1.58 -1.59 0.02
27 -1.7010 -1.9880 0 0.0000 10.459 -0.06 10.52 -1.57 -1.59 0.02
28 -1.6781 -2.0742 0 0.0000 10.364 -0.05 10.43 -1.57 -1.59 0.02
29 -1.5497 -2.1276 0 0.0000 10.270 -0.04 10.33 -1.57 -1.60 0.02
30 -1.5324 -2.2809 0 0.0000 10.177 -0.04 10.24 -1.57 -1.60 0.03
31 -1.3778 -2.2964 0 0.0000 10.084 -0.03 10.14 -1.57 -1.60 0.03
32 -1.1987 -2.2835 0 0.0000 9.992 -0.02 10.05 -1.57 -1.60 0.03
33 -1.0529 -2.2897 0 0.0000 9.899 -0.02 9.96 -1.57 -1.60 0.03
34 -0.8535 -2.2702 0 0.0000 9.805 -0.02 9.86 -1.57 -1.60 0.03
35 -0.6611 -2.2397 0 0.0000 9.710 -0.01 9.77 -1.57 -1.60 0.03
36 -0.5300 -2.2163 0 0.0000 9.614 -0.01 9.67 -1.57 -1.60 0.03
37 -0.3725 -2.2434 0 0.0000 9.518 -0.01 9.57 -1.57 -1.60 0.03
38 -0.2443 -2.1525 0 0.0000 9.422 -0.01 9.48 -1.57 -1.60 0.03
39 0.0156 -2.0545 0 0.0000 9.326 -0.01 9.38 -1.58 -1.60 0.03
40 0.0949 -1.9219 0 0.0000 9.232 -0.01 9.29 -1.57 -1.60 0.03
41 0.1763 -1.7870 0 0.0000 9.138 -0.01 9.19 -1.57 -1.60 0.03
42 0.3638 -1.6800 0 0.0000 9.044 -0.01 9.10 -1.57 -1.60 0.03
43 0.3670 -1.6066 0 0.0000 8.951 -0.01 9.00 -1.57 -1.60 0.03
44 0.4065 -1.5550 0 0.0000 8.859 -0.00 8.91 -1.57 -1.60 0.03
