# step wm_danger det_logit danger fire dist_t dx dy yaw tbrg offaxis
0 1.4495 0.8722 0 0.0000 19.000 -12.00 -12.00 2.64 0.32 2.32
1 -0.4224 0.0310 0 0.0000 12.043 -0.06 12.05 -1.57 -1.57 0.00
2 -0.1516 0.2959 0 0.0000 12.049 -0.06 12.06 -1.56 -1.57 0.01
3 0.0355 0.4908 0 0.0000 12.054 -0.06 12.06 -1.56 -1.57 0.01
4 -0.1703 0.3848 0 0.0000 12.049 -0.06 12.06 -1.56 -1.57 0.01
5 -0.0955 0.4721 0 0.0000 12.036 -0.06 12.04 -1.56 -1.57 0.01
6 -0.0153 0.5157 0 0.0000 12.014 -0.06 12.02 -1.56 -1.57 0.01
7 -0.1016 0.4414 0 0.0000 11.979 -0.06 11.99 -1.56 -1.57 0.01
8 -0.2033 0.3896 0 0.0000 11.932 -0.05 11.94 -1.56 -1.57 0.01
9 -0.3426 0.2505 0 0.0000 11.875 -0.05 11.88 -1.56 -1.57 0.01
10 -0.7498 0.0251 0 0.0000 11.808 -0.04 11.82 -1.56 -1.57 0.01
11 -0.9611 -0.1398 0 0.0000 11.738 -0.04 11.74 -1.56 -1.57 0.01
12 -1.0979 -0.2938 0 0.0000 11.665 -0.03 11.67 -1.56 -1.57 0.01
13 -1.2701 -0.4239 0 0.0000 11.593 -0.03 11.60 -1.56 -1.57 0.01
14 -1.3754 -0.5027 0 0.0000 11.519 -0.02 11.53 -1.56 -1.57 0.02
15 -1.4806 -0.6066 0 0.0000 11.443 -0.01 11.45 -1.56 -1.57 0.02
16 -1.5799 -0.7248 0 0.0000 11.362 -0.01 11.37 -1.56 -1.58 0.02
17 -1.7123 -0.8798 0 0.0000 11.278 -0.00 11.28 -1.56 -1.58 0.02
18 -1.9544 -1.1441 0 0.0000 11.190 -0.00 11.20 -1.56 -1.58 0.02
19 -2.0371 -1.2529 0 0.0000 11.101 0.00 11.11 -1.56 -1.58 0.02
20 -2.0749 -1.3177 0 0.0000 11.013 0.01 11.02 -1.56 -1.58 0.02
21 -2.2142 -1.4910 0 0.0000 10.925 0.01 10.93 -1.56 -1.58 0.02
22 -2.2000 -1.6151 0 0.0000 10.838 0.02 10.84 -1.56 -1.58 0.02
23 -2.1049 -1.7448 0 0.0000 10.750 0.02 10.75 -1.56 -1.58 0.02
24 -1.8675 -1.7166 0 0.0000 10.661 0.02 10.66 -1.56 -1.58 0.02
25 -1.7413 -1.8305 0 0.0000 10.574 0.02 10.58 -1.56 -1.58 0.02
26 -1.6158 -1.9411 0 0.0000 10.488 0.02 10.49 -1.56 -1.58 0.02
27 -1.4914 -2.0209 0 0.0000 10.404 0.02 10.41 -1.56 -1.58 0.02
28 -1.3898 -2.0565 0 0.0000 10.320 0.02 10.32 -1.56 -1.58 0.02
29 -1.3412 -2.1295 0 0.0000 10.234 0.02 10.23 -1.56 -1.58 0.02
