# step wm_danger det_logit danger fire dist_t dx dy yaw tbrg offaxis
0 0.8241 0.3237 0 0.0000 17.000 -6.00 -12.00 -0.21 0.79 1.00
1 0.7657 1.9694 0 0.0000 12.042 12.03 0.31 -3.14 3.14 0.00
2 -0.2319 1.6713 0 0.0000 12.042 12.03 0.31 3.14 3.14 0.00
3 -0.3261 1.6595 0 0.0000 12.041 12.03 0.30 3.14 3.14 0.00
4 -0.3535 1.7081 0 0.0000 12.030 12.02 0.29 3.14 3.14 0.00
5 -0.4393 1.7089 0 0.0000 12.010 12.00 0.28 3.14 3.14 0.00
6 -0.5088 1.6739 0 0.0000 11.982 11.97 0.27 3.14 3.14 0.00
7 -0.5624 1.6659 0 0.0000 11.946 11.93 0.26 3.14 3.14 0.00
8 -0.4993 1.6809 0 0.0000 11.904 11.89 0.25 3.14 3.14 0.01
9 -0.5606 1.6454 0 0.0000 11.855 11.84 0.23 3.14 3.13 0.00
10 -0.5592 1.6455 0 0.0000 11.798 11.79 0.22 -3.14 3.13 0.01
11 -0.6240 1.6069 0 0.0000 11.735 11.72 0.21 -3.14 3.13 0.01
12 -0.6783 1.5476 0 0.0000 11.666 11.65 0.19 -3.14 3.13 0.01
13 -0.7004 1.5324 0 0.0000 11.593 11.58 0.18 -3.14 3.13 0.01
14 -0.8264 1.4545 0 0.0000 11.516 11.50 0.16 3.14 3.13 0.01
15 -0.8545 1.4164 0 0.0000 11.436 11.42 0.15 3.14 3.13 0.01
16 -0.9020 1.3448 0 0.0000 11.353 11.34 0.13 3.14 3.13 0.01
17 -0.9894 1.2641 0 0.0000 11.267 11.25 0.12 3.14 3.12 0.02
18 -1.1342 1.1222 0 0.0000 11.180 11.16 0.11 3.14 3.12 0.02
19 -1.2203 1.0234 0 0.0000 11.091 11.07 0.10 3.14 3.12 0.01
20 -1.1868 0.9337 0 0.0000 11.003 10.99 0.09 3.14 3.12 0.02
21 -1.0949 0.8537 0 0.0000 10.913 10.90 0.08 3.13 3.12 0.01
22 -1.0123 0.7518 0 0.0000 10.823 10.80 0.07 3.14 3.12 0.02
23 -0.9004 0.6955 0 0.0000 10.733 10.71 0.06 3.14 3.12 0.02
24 -0.8272 0.6685 0 0.0000 10.645 10.63 0.05 3.14 3.12 0.02
25 -0.7817 0.5549 0 0.0000 10.561 10.54 0.04 3.14 3.12 0.02
26 -0.6647 0.4548 0 0.0000 10.479 10.46 0.04 3.14 3.12 0.02
27 -0.6485 0.3260 0 0.0000 10.397 10.38 0.03 3.14 3.11 0.02
28 -0.6102 0.2089 0 0.0000 10.315 10.29 0.02 3.14 3.11 0.02
29 -0.5003 0.1801 0 0.0000 10.233 10.21 0.02 3.14 3.11 0.03
30 -0.4154 0.1300 0 0.0000 10.149 10.13 0.01 3.14 3.11 0.03
31 -0.3220 0.1151 0 0.0000 10.064 10.04 0.01 3.14 3.11 0.03
32 -0.2738 0.0489 0 0.0000 9.977 9.95 0.01 3.14 3.11 0.03
33 -0.1773 0.0010 0 0.0000 9.889 9.87 0.01 3.14 3.11 0.03
34 -0.0955 0.0142 0 0.0000 9.801 9.78 0.01 3.14 3.11 0.03
35 -0.0267 -0.0040 0 0.0000 9.711 9.69 0.01 3.14 3.11 0.03
36 0.0535 -0.0093 0 0.0000 9.620 9.59 0.00 3.14 3.11 0.03
37 0.1056 -0.0086 0 0.0000 9.527 9.50 0.00 3.14 3.11 0.03
38 0.1987 0.0115 0 0.0000 9.432 9.41 0.00 3.14 3.11 0.03
39 0.2287 -0.0124 0 0.0000 9.336 9.31 0.00 3.13 3.11 0.03
40 0.2682 -0.0195 0 0.0000 9.239 9.21 0.00 3.14 3.11 0.03
41 0.2973 -0.0181 0 0.0000 9.141 9.11 0.00 3.14 3.11 0.03
42 0.3354 -0.0209 0 0.0000 9.043 9.01 0.01 3.13 3.11 0.03
43 0.3570 -0.0130 0 0.0000 8.944 8.92 0.01 3.13 3.11 0.03
44 0.3361 -0.0065 0 0.0000 8.845 8.82 0.01 3.14 3.11 0.03
45 0.3724 0.0243 0 0.0000 8.747 8.72 0.01 3.13 3.11 0.03
46 0.3879 0.0428 0 0.0000 8.648 8.62 0.01 3.13 3.11 0.03
47 0.4026 0.0652 0 0.0000 8.550 8.52 0.01 3.13 3.11 0.03
48 0.5122 0.1936 0 0.0000 8.454 8.42 0.00 3.13 3.10 0.03
49 0.5036 0.1627 0 0.0000 8.360 8.33 0.00 3.13 3.10 0.03
50 0.4615 0.1324 0 0.0000 8.268 8.23 0.00 3.13 3.10 0.03
51 0.4258 0.1017 0 0.0000 8.177 8.14 0.00 3.13 3.10 0.03
52 0.5222 0.2305 0 0.0000 8.087 8.05 0.00 3.14 3.10 0.03
53 0.5017 0.2275 1 0.0500 7.998 7.96 0.00 3.14 3.10 0.03
54 0.5177 0.2228 1 0.1000 7.910 7.87 -0.00 3.14 3.10 0.04
55 0.4913 0.2409 1 0.1500 7.820 7.78 -0.00 3.14 3.10 0.04
56 0.5231 0.2446 1 0.2000 7.731 7.69 -0.00 3.14 3.10 0.04
57 0.6744 0.3863 1 0.2500 7.642 7.60 -0.01 3.14 3.10 0.04
58 0.6034 0.3093 1 0.3000 7.555 7.52 -0.01 3.14 3.10 0.04
59 0.5800 0.3057 1 0.3500 7.468 7.43 -0.00 3.14 3.10 0.04
60 0.7658 0.5078 1 0.4000 7.380 7.34 -0.00 3.14 3.10 0.04
61 0.7485 0.5192 1 0.4500 7.294 7.25 0.00 3.14 3.10 0.04
62 0.8121 0.5847 1 0.5000 7.210 7.17 0.00 3.14 3.10 0.04
63 0.5614 0.3839 1 0.5500 7.128 7.08 0.01 3.14 3.10 0.04
64 0.4943 0.3332 1 0.6000 7.048 7.00 0.01 3.14 3.10 0.04
65 0.4943 0.3508 1 0.6500 6.967 6.92 0.01 3.14 3.10 0.04
66 0.4563 0.3522 1 0.7000 6.885 6.84 0.01 3.14 3.10 0.04
67 0.4928 0.3860 1 0.7500 6.801 6.75 0.01 3.14 3.10 0.04
68 0.4225 0.3473 1 0.8000 6.715 6.67 0.01 3.14 3.10 0.04
