# step wm_danger det_logit danger fire dist_t dx dy yaw tbrg offaxis
0 -0.3856 -0.1712 0 0.0000 1.000 6.00 0.00 -1.30 0.00 1.30
1 0.0151 0.0578 0 0.0000 12.041 -12.34 0.23 -0.00 -0.00 0.00
2 -0.1056 0.1375 0 0.0000 12.040 -12.34 0.24 -0.00 -0.00 0.00
3 0.3575 0.2824 0 0.0000 12.031 -12.33 0.25 -0.00 -0.00 0.00
4 0.3361 0.2772 0 0.0000 12.012 -12.31 0.25 -0.01 -0.00 0.00
5 0.2424 0.2578 0 0.0000 11.982 -12.28 0.26 -0.01 -0.00 0.00
6 -0.0968 0.2045 0 0.0000 11.942 -12.24 0.26 -0.01 -0.00 0.00
7 -0.1362 0.1777 0 0.0000 11.895 -12.19 0.26 -0.01 -0.00 0.00
8 -0.7531 0.0906 0 0.0000 11.840 -12.14 0.25 -0.01 -0.00 0.01
9 -0.8337 0.0770 0 0.0000 11.780 -12.08 0.25 -0.01 -0.00 0.00
10 -1.4158 -0.0524 0 0.0000 11.716 -12.01 0.24 -0.01 -0.00 0.01
11 -1.4229 -0.0291 0 0.0000 11.650 -11.95 0.23 -0.00 0.00 0.00
12 -1.7577 -0.1070 0 0.0000 11.581 -11.88 0.22 -0.01 0.00 0.01
13 -2.0528 -0.1703 0 0.0000 11.510 -11.81 0.21 -0.01 0.00 0.01
14 -2.1146 -0.1741 0 0.0000 11.437 -11.73 0.20 -0.01 0.00 0.01
15 -2.2451 -0.2050 0 0.0000 11.364 -11.66 0.19 -0.01 0.00 0.02
16 -2.2941 -0.1922 0 0.0000 11.292 -11.59 0.18 -0.01 0.00 0.02
17 -2.3404 -0.1771 0 0.0000 11.221 -11.52 0.16 -0.01 0.01 0.02
18 -2.4273 -0.1905 0 0.0000 11.154 -11.45 0.15 -0.01 0.01 0.02
19 -2.3448 -0.1412 0 0.0000 11.086 -11.38 0.14 -0.01 0.01 0.02
20 -2.4370 -0.2535 0 0.0000 11.016 -11.31 0.13 -0.01 0.01 0.02
21 -2.4023 -0.2710 0 0.0000 10.944 -11.24 0.12 -0.01 0.01 0.02
22 -2.3359 -0.2952 0 0.0000 10.870 -11.16 0.11 -0.01 0.01 0.02
23 -2.2684 -0.3316 0 0.0000 10.796 -11.09 0.10 -0.01 0.01 0.03
24 -2.2384 -0.3794 0 0.0000 10.720 -11.01 0.09 -0.01 0.01 0.02
25 -2.2156 -0.4208 0 0.0000 10.642 -10.93 0.08 -0.01 0.01 0.02
26 -2.1738 -0.4495 0 0.0000 10.560 -10.85 0.07 -0.01 0.02 0.02
27 -1.9565 -0.4361 0 0.0000 10.476 -10.77 0.06 -0.01 0.02 0.02
28 -1.9306 -0.4614 0 0.0000 10.390 -10.68 0.05 -0.01 0.02 0.03
29 -1.9095 -0.5154 0 0.0000 10.303 -10.59 0.05 -0.01 0.02 0.03
30 -1.8288 -0.5545 0 0.0000 10.214 -10.50 0.04 -0.01 0.02 0.03
31 -1.7235 -0.6068 0 0.0000 10.124 -10.41 0.04 -0.01 0.02 0.03
32 -1.6294 -0.6060 0 0.0000 10.031 -10.32 0.03 -0.01 0.02 0.03
33 -1.3619 -0.5544 0 0.0000 9.938 -10.22 0.03 -0.01 0.02 0.03
34 -1.2514 -0.5524 0 0.0000 9.845 -10.13 0.02 -0.01 0.02 0.03
35 -1.0938 -0.5500 0 0.0000 9.754 -10.04 0.02 -0.01 0.02 0.03
36 -0.9603 -0.5825 0 0.0000 9.662 -9.95 0.02 -0.01 0.02 0.03
37 -0.8223 -0.5409 0 0.0000 9.572 -9.86 0.02 -0.01 0.02 0.04
38 -0.7726 -0.5624 0 0.0000 9.482 -9.77 0.02 -0.01 0.02 0.04
39 -0.6836 -0.5661 0 0.0000 9.392 -9.68 0.02 -0.01 0.02 0.04
40 -0.5218 -0.5656 0 0.0000 9.303 -9.59 0.01 -0.02 0.02 0.04
41 -0.4754 -0.5959 0 0.0000 9.215 -9.50 0.01 -0.01 0.02 0.04
42 -0.5148 -0.6619 0 0.0000 9.127 -9.41 0.01 -0.01 0.02 0.04
43 -0.4164 -0.6762 0 0.0000 9.040 -9.32 0.01 -0.01 0.02 0.04
44 -0.4283 -0.6631 0 0.0000 8.951 -9.23 0.00 -0.01 0.03 0.04
45 -0.3946 -0.6529 0 0.0000 8.861 -9.14 0.00 -0.01 0.03 0.04
46 -0.1437 -0.5430 0 0.0000 8.769 -9.05 -0.00 -0.01 0.03 0.04
47 0.3739 -0.3514 0 0.0000 8.678 -8.96 -0.00 -0.01 0.03 0.04
48 0.1041 -0.4700 0 0.0000 8.589 -8.87 -0.00 -0.01 0.03 0.04
49 -0.0051 -0.5177 0 0.0000 8.501 -8.78 -0.00 -0.01 0.03 0.04
50 0.0491 -0.5105 0 0.0000 8.413 -8.69 -0.00 -0.01 0.03 0.04
51 0.1807 -0.4755 0 0.0000 8.324 -8.60 -0.00 -0.01 0.03 0.04
52 0.2494 -0.4651 0 0.0000 8.234 -8.51 -0.00 -0.01 0.03 0.04
53 0.2371 -0.4912 0 0.0000 8.144 -8.42 -0.00 -0.01 0.03 0.04
54 0.2255 -0.5132 0 0.0000 8.054 -8.33 -0.00 -0.01 0.03 0.04
55 0.2163 -0.5507 1 0.0500 7.962 -8.23 0.00 -0.02 0.03 0.04
56 0.2066 -0.5786 1 0.1000 7.870 -8.14 0.00 -0.01 0.03 0.04
57 0.2594 -0.5679 1 0.1500 7.777 -8.05 0.00 -0.02 0.03 0.05
58 0.7991 -0.2948 1 0.2000 7.684 -7.95 0.00 -0.02 0.03 0.05
59 0.6949 -0.3935 1 0.2500 7.593 -7.86 0.00 -0.02 0.03 0.05
60 0.5223 -0.5441 1 0.3000 7.506 -7.78 0.00 -0.02 0.03 0.05
61 0.4052 -0.6617 1 0.3500 7.421 -7.69 0.00 -0.02 0.03 0.05
62 0.3371 -0.7198 1 0.4000 7.334 -7.60 0.00 -0.02 0.03 0.05
63 0.3258 -0.7403 1 0.4500 7.247 -7.51 0.00 -0.02 0.03 0.05
64 0.3309 -0.7730 1 0.5000 7.158 -7.42 0.00 -0.02 0.03 0.05
65 0.4006 -0.7731 1 0.5500 7.067 -7.33 0.00 -0.02 0.03 0.05
66 0.4221 -0.8120 1 0.6000 6.974 -7.24 0.00 -0.02 0.03 0.05
67 0.4746 -0.8776 1 0.6500 6.881 -7.14 0.00 -0.02 0.03 0.05
68 0.6541 -0.7983 1 0.7000 6.789 -7.05 0.01 -0.02 0.03 0.05
69 0.5920 -0.8623 1 0.7500 6.702 -6.96 0.01 -0.02 0.03 0.05
70 0.5379 -0.8934 1 0.8000 6.618 -6.88 0.01 -0.02 0.03 0.05
71 0.4934 -0.9329 1 0.8500 6.536 -6.80 0.01 -0.02 0.03 0.06
72 0.5752 -0.8703 1 0.9000 6.456 -6.71 0.01 -0.02 0.03 0.05
73 0.3654 -1.0302 1 0.9500 6.378 -6.63 0.02 -0.02 0.03 0.05
74 0.2511 -1.1387 0 1.0000 6.300 -6.56 0.02 -0.02 0.03 0.05
75 0.4560 -0.8897 0 1.0000 6.216 -6.48 0.02 -0.04 0.03 0.07
76 1.2735 -0.1518 0 1.0000 6.122 -6.40 0.02 -0.06 0.03 0.10
77 2.0119 0.7788 0 1.0000 6.019 -6.32 0.02 -0.09 0.03 0.13
78 2.1630 0.9783 0 1.0000 5.915 -6.24 0.03 -0.14 0.03 0.17
79 1.7231 0.7740 0 1.0000 5.820 -6.16 0.03 -0.21 0.04 0.24
80 0.2621 0.1951 0 1.0000 5.747 -6.07 0.02 -0.27 0.04 0.31
81 -0.6837 0.3249 0 1.0000 5.718 -5.98 0.02 -0.34 0.04 0.38
82 -0.4499 0.4401 0 1.0000 5.758 -5.90 0.01 -0.41 0.04 0.45
83 -0.0826 0.6481 0 1.0000 5.897 -5.81 0.01 -0.47 0.04 0.51
84 0.7766 1.0274 0 1.0000 6.160 -5.73 -0.00 -0.54 0.04 0.58
85 1.6308 1.4189 0 1.0000 6.567 -5.64 -0.01 -0.60 0.05 0.65
86 2.2407 1.6744 0 1.0000 7.129 -5.56 -0.03 -0.66 0.05 0.71
87 2.4011 1.7443 0 1.0000 7.849 -5.48 -0.04 -0.72 0.05 0.78
88 2.2594 1.6938 0 1.0000 8.724 -5.40 -0.06 -0.78 0.06 0.84
89 2.0909 1.5398 0 1.0000 9.747 -5.32 -0.07 -0.84 0.06 0.90
