# step wm_danger det_logit danger fire dist_t dx dy yaw tbrg offaxis
0 1.5355 1.1614 0 0.0000 6.083 -6.00 0.00 -0.32 0.00 0.32
1 -0.5240 0.4324 0 0.0000 12.042 -0.23 -11.86 1.57 1.57 0.00
2 -0.3469 0.4832 0 0.0000 12.043 -0.24 -11.86 1.57 1.57 0.00
3 -0.1970 0.5748 0 0.0000 12.037 -0.24 -11.86 1.57 1.57 0.00
4 -0.2652 0.4793 0 0.0000 12.019 -0.24 -11.84 1.57 1.57 0.00
5 -0.4713 0.3583 0 0.0000 11.987 -0.24 -11.81 1.57 1.57 0.00
6 -0.5517 0.3014 0 0.0000 11.945 -0.24 -11.76 1.57 1.57 0.00
7 -0.6014 0.2384 0 0.0000 11.891 -0.24 -11.71 1.57 1.57 0.00
8 -0.6226 0.1833 0 0.0000 11.828 -0.23 -11.65 1.57 1.57 0.00
9 -0.6502 0.1331 0 0.0000 11.756 -0.22 -11.58 1.57 1.57 0.00
10 -0.6297 0.0795 0 0.0000 11.678 -0.21 -11.50 1.57 1.57 0.00
11 -0.7492 -0.0430 0 0.0000 11.596 -0.20 -11.42 1.57 1.57 0.00
12 -0.7969 -0.1216 0 0.0000 11.512 -0.18 -11.33 1.57 1.58 0.01
13 -0.8277 -0.2050 0 0.0000 11.427 -0.17 -11.25 1.57 1.58 0.01
14 -0.9031 -0.2987 0 0.0000 11.342 -0.15 -11.16 1.57 1.58 0.01
15 -0.9558 -0.3973 0 0.0000 11.258 -0.13 -11.08 1.57 1.58 0.01
16 -0.9991 -0.4665 0 0.0000 11.172 -0.12 -10.99 1.57 1.58 0.01
17 -0.9838 -0.5205 0 0.0000 11.086 -0.10 -10.90 1.57 1.58 0.01
18 -1.0361 -0.6304 0 0.0000 10.998 -0.09 -10.81 1.57 1.58 0.01
19 -0.9508 -0.6883 0 0.0000 10.910 -0.07 -10.73 1.57 1.59 0.01
20 -0.8524 -0.7323 0 0.0000 10.820 -0.06 -10.63 1.57 1.59 0.01
21 -0.7662 -0.7709 0 0.0000 10.730 -0.05 -10.54 1.57 1.59 0.02
22 -0.6959 -0.8156 0 0.0000 10.640 -0.03 -10.45 1.57 1.59 0.02
23 -0.6122 -0.9038 0 0.0000 10.549 -0.02 -10.36 1.57 1.59 0.02
24 -0.4584 -0.9380 0 0.0000 10.456 -0.01 -10.27 1.57 1.59 0.02
25 -0.3384 -0.9233 0 0.0000 10.362 -0.01 -10.17 1.57 1.59 0.02
26 -0.2529 -0.9255 0 0.0000 10.267 -0.00 -10.08 1.57 1.59 0.02
27 -0.1369 -0.9111 0 0.0000 10.171 0.00 -9.98 1.57 1.59 0.03
28 -0.0344 -0.9278 0 0.0000 10.075 0.00 -9.88 1.57 1.59 0.03
29 0.2043 -0.8402 0 0.0000 9.978 0.01 -9.79 1.57 1.59 0.03
30 0.2596 -0.8857 0 0.0000 9.884 0.01 -9.69 1.57 1.60 0.03
31 0.3104 -0.8902 0 0.0000 9.792 0.01 -9.60 1.57 1.60 0.03
32 0.3169 -0.9253 0 0.0000 9.701 0.01 -9.51 1.56 1.60 0.03
33 0.3794 -0.9132 0 0.0000 9.611 0.01 -9.42 1.57 1.60 0.03
34 0.4821 -0.9018 0 0.0000 9.521 0.01 -9.33 1.57 1.60 0.03
35 0.5319 -0.8814 0 0.0000 9.432 0.01 -9.24 1.56 1.60 0.03
36 0.7315 -0.6649 0 0.0000 9.344 0.01 -9.15 1.56 1.60 0.03
37 0.7342 -0.6554 0 0.0000 9.262 0.01 -9.07 1.56 1.60 0.03
38 0.6669 -0.7182 0 0.0000 9.182 0.01 -8.99 1.56 1.60 0.03
39 0.7580 -0.6197 0 0.0000 9.105 0.00 -8.91 1.56 1.60 0.03
40 0.7448 -0.5905 0 0.0000 9.028 0.00 -8.83 1.56 1.60 0.03
41 0.7564 -0.5543 0 0.0000 8.952 0.00 -8.76 1.56 1.60 0.03
42 0.7994 -0.4956 0 0.0000 8.874 -0.00 -8.68 1.56 1.60 0.03
43 0.8272 -0.4099 0 0.0000 8.794 -0.00 -8.60 1.57 1.60 0.03
44 0.8859 -0.2860 0 0.0000 8.712 -0.01 -8.51 1.57 1.60 0.03
45 0.9207 -0.2023 0 0.0000 8.627 -0.01 -8.43 1.57 1.60 0.03
46 0.9834 -0.0589 0 0.0000 8.540 -0.01 -8.34 1.56 1.60 0.03
47 1.0004 0.0302 0 0.0000 8.453 -0.01 -8.25 1.56 1.60 0.03
48 1.1530 0.2775 0 0.0000 8.366 -0.01 -8.17 1.56 1.60 0.03
49 1.1118 0.3109 0 0.0000 8.282 -0.01 -8.08 1.56 1.60 0.03
50 1.2244 0.5026 0 0.0000 8.200 -0.01 -8.00 1.57 1.60 0.03
51 1.1353 0.4688 0 0.0000 8.121 -0.01 -7.92 1.57 1.60 0.03
52 1.0472 0.4554 0 0.0000 8.041 -0.01 -7.84 1.57 1.60 0.03
53 1.0100 0.4805 1 0.0500 7.960 -0.01 -7.76 1.57 1.60 0.03
